商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
25W05T21,1月5週北本[逆],東北 -> 北海道,2024/11/22,2025/01/25,2025/01/31,368.2,0.01,303.0
25W05T34,1月5週ＦＣ(順),東京 -> 中部,2024/11/22,2025/01/25,2025/01/31,1500.0,0.01,1500.0
25W05T43,1月5週ＦＣ[逆],中部 -> 東京,2024/11/22,2025/01/25,2025/01/31,1162.0,0.01,930.9
25W05T86,1月5週阿南紀北[逆],四国 -> 関西,2024/11/22,2025/01/25,2025/01/31,0.0,-,-
25W05T87,1月5週本四[逆],四国 -> 中国,2024/11/22,2025/01/25,2025/01/31,870.0,0.51,870.0
25W05T97,1月5週関門[逆],九州 -> 中国,2024/11/22,2025/01/25,2025/01/31,0.0,-,-
25W06T21,2月1週北本[逆],東北 -> 北海道,2024/12/24,2025/02/01,2025/02/07,371.0,0.01,366.0
25W06T34,2月1週ＦＣ(順),東京 -> 中部,2024/12/24,2025/02/01,2025/02/07,1200.0,0.01,1200.0
25W06T43,2月1週ＦＣ[逆],中部 -> 東京,2024/12/24,2025/02/01,2025/02/07,862.0,0.01,727.5
25W06T86,2月1週阿南紀北[逆],四国 -> 関西,2024/12/24,2025/02/01,2025/02/07,0.0,-,-
25W06T87,2月1週本四[逆],四国 -> 中国,2024/12/24,2025/02/01,2025/02/07,870.0,1.01,870.0
25W06T97,2月1週関門[逆],九州 -> 中国,2024/12/24,2025/02/01,2025/02/07,0.0,-,-
25W07T21,2月2週北本[逆],東北 -> 北海道,2024/12/24,2025/02/08,2025/02/14,371.0,0.10,371.0
25W07T34,2月2週ＦＣ(順),東京 -> 中部,2024/12/24,2025/02/08,2025/02/14,1500.0,-,-
25W07T43,2月2週ＦＣ[逆],中部 -> 東京,2024/12/24,2025/02/08,2025/02/14,1162.0,0.01,738.4
25W07T86,2月2週阿南紀北[逆],四国 -> 関西,2024/12/24,2025/02/08,2025/02/14,0.0,-,-
25W07T87,2月2週本四[逆],四国 -> 中国,2024/12/24,2025/02/08,2025/02/14,870.0,1.75,870.0
25W07T97,2月2週関門[逆],九州 -> 中国,2024/12/24,2025/02/08,2025/02/14,0.0,-,-
25W08T21,2月3週北本[逆],東北 -> 北海道,2024/12/24,2025/02/15,2025/02/21,371.0,0.02,371.0
25W08T34,2月3週ＦＣ(順),東京 -> 中部,2024/12/24,2025/02/15,2025/02/21,1500.0,-,-
25W08T43,2月3週ＦＣ[逆],中部 -> 東京,2024/12/24,2025/02/15,2025/02/21,1162.0,0.01,1137.6
25W08T86,2月3週阿南紀北[逆],四国 -> 関西,2024/12/24,2025/02/15,2025/02/21,0.0,-,-
25W08T87,2月3週本四[逆],四国 -> 中国,2024/12/24,2025/02/15,2025/02/21,870.0,1.51,870.0
25W08T97,2月3週関門[逆],九州 -> 中国,2024/12/24,2025/02/15,2025/02/21,0.0,-,-
25W09T21,2月4週北本[逆],東北 -> 北海道,2024/12/24,2025/02/22,2025/02/28,371.0,0.17,371.0
25W09T34,2月4週ＦＣ(順),東京 -> 中部,2024/12/24,2025/02/22,2025/02/28,1500.0,-,-
25W09T43,2月4週ＦＣ[逆],中部 -> 東京,2024/12/24,2025/02/22,2025/02/28,1162.0,0.01,736.0
25W09T86,2月4週阿南紀北[逆],四国 -> 関西,2024/12/24,2025/02/22,2025/02/28,0.0,-,-
25W09T87,2月4週本四[逆],四国 -> 中国,2024/12/24,2025/02/22,2025/02/28,870.0,1.10,870.0
25W09T97,2月4週関門[逆],九州 -> 中国,2024/12/24,2025/02/22,2025/02/28,0.0,-,-
25W10T21,3月1週北本[逆],東北 -> 北海道,2025/01/22,2025/03/01,2025/03/07,337.5,0.17,337.5
25W10T34,3月1週ＦＣ(順),東京 -> 中部,2025/01/22,2025/03/01,2025/03/07,750.0,-,-
25W10T43,3月1週ＦＣ[逆],中部 -> 東京,2025/01/22,2025/03/01,2025/03/07,412.0,0.30,412.0
25W10T86,3月1週阿南紀北[逆],四国 -> 関西,2025/01/22,2025/03/01,2025/03/07,0.0,-,-
