年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2022/04/02,6,33.76,33.76,9.74,23.58,23.71,145250,84
2022/04/02,7,35.00,39.90,15.00,23.00,24.35,149150,99
2022/04/02,8,35.00,39.90,15.00,27.41,27.77,142150,113
2022/04/02,9,35.00,39.90,15.00,28.14,29.24,159150,117
2022/04/02,10,35.00,39.90,15.00,26.18,28.35,150000,113
2022/04/02,11,39.90,40.00,24.91,26.15,30.11,160700,115
2022/04/02,12,39.90,40.00,9.49,26.19,31.92,128500,91
2022/04/02,13,24.37,27.99,11.24,25.27,25.93,199850,87
2022/04/02,14,24.31,29.00,6.86,25.16,25.20,146300,86
2022/04/02,15,18.98,39.00,8.43,21.42,28.92,258050,92
2022/04/02,16,16.57,26.91,9.20,25.91,18.74,125700,66
2022/04/02,17,0.01,26.25,0.01,11.58,10.67,157350,85
2022/04/02,18,18.27,21.27,0.01,9.00,9.11,121850,71
2022/04/02,19,3.07,33.62,0.01,11.00,3.88,73850,85
2022/04/02,20,0.01,33.62,0.01,0.20,2.37,101200,130
2022/04/02,21,3.07,8.50,0.01,0.20,3.99,104650,90
2022/04/02,22,0.01,9.47,0.01,0.39,3.55,167450,136
2022/04/02,23,0.01,27.46,0.01,0.01,2.48,239050,194
2022/04/02,24,0.01,7.00,0.01,1.36,2.00,313050,202
2022/04/02,25,0.51,28.87,0.01,0.01,2.06,296850,203
2022/04/02,26,0.51,7.00,0.01,0.01,1.99,305900,198
2022/04/02,27,0.01,7.00,0.01,0.01,1.75,331200,205
2022/04/02,28,0.01,9.47,0.01,0.01,1.49,393550,229
2022/04/02,29,0.01,33.62,0.01,0.03,2.42,198700,221
2022/04/02,30,0.01,7.00,0.01,0.01,1.72,357800,270
2022/04/02,31,0.01,8.50,0.01,1.00,2.28,345650,228
2022/04/02,32,0.01,27.30,0.01,2.01,10.65,301700,181
2022/04/02,33,0.01,25.91,0.01,20.22,9.78,153100,173
2022/04/02,34,22.13,25.91,0.01,13.95,15.44,165200,146
2022/04/02,35,20.70,26.92,9.90,19.73,19.21,169650,128
2022/04/02,36,21.00,35.88,14.89,25.26,20.24,200050,159
2022/04/02,37,39.27,40.00,14.89,23.69,26.52,330050,205
2022/04/02,38,39.48,40.00,14.89,26.28,28.50,262700,193
2022/04/02,39,39.28,39.48,15.00,26.25,23.54,207600,180
2022/04/02,40,35.00,35.20,14.89,23.92,21.03,212700,169
2022/04/02,41,25.92,27.92,14.89,23.33,19.21,241650,173
2022/04/02,42,25.36,28.00,23.31,23.92,25.59,303550,201
2022/04/02,43,25.86,26.92,20.00,25.27,24.28,218900,166
2022/04/02,44,25.85,26.92,14.89,23.92,19.91,157600,130
2022/04/02,45,38.80,40.00,14.89,18.22,31.42,268750,153
2022/04/02,46,25.87,28.87,14.48,18.53,20.16,138850,126
2022/04/02,47,29.74,35.00,14.89,31.74,24.12,178500,126
2022/04/02,48,23.81,40.00,6.86,15.84,23.34,181100,114
2022/04/03,1,30.02,30.66,5.93,18.80,20.57,70900,58
2022/04/03,2,29.22,30.13,5.93,8.43,22.62,85150,56
2022/04/03,3,29.71,30.71,5.93,19.20,21.94,72400,47
2022/04/03,4,29.53,30.40,5.93,20.11,23.79,58750,56
2022/04/03,5,29.24,30.24,5.93,19.13,24.56,69350,57
2022/04/03,6,29.70,29.70,7.24,19.31,24.57,48900,43
2022/04/03,7,24.18,27.18,7.24,24.28,20.78,140800,73
2022/04/03,8,24.18,27.18,13.89,22.21,21.33,146050,80
2022/04/03,9,20.77,29.06,14.09,26.16,24.89,109650,68
2022/04/03,10,26.06,29.06,14.09,26.06,25.39,94650,59
2022/04/03,11,29.52,32.52,7.24,24.18,27.32,105700,60
2022/04/03,12,29.39,32.39,7.24,23.81,26.28,96500,67
2022/04/03,13,23.44,26.44,7.24,23.44,21.92,85750,58
2022/04/03,14,23.44,26.44,9.00,23.44,20.71,91350,64
2022/04/03,15,12.09,15.60,4.06,11.76,12.22,142350,63
2022/04/03,16,13.50,15.60,1.00,13.39,12.49,65500,39
2022/04/03,17,12.06,16.25,0.01,13.56,11.01,200150,69
2022/04/03,18,0.01,15.60,0.01,10.00,10.66,315600,107
2022/04/03,19,0.01,17.09,0.01,6.88,9.56,306100,115
2022/04/03,20,0.01,15.60,0.01,1.36,8.68,337350,138
2022/04/03,21,0.01,31.36,0.01,13.50,12.40,286350,98
2022/04/03,22,0.01,36.81,0.01,13.80,12.55,322450,86
2022/04/03,23,0.01,35.75,0.01,11.85,13.27,312900,88
2022/04/03,24,0.01,31.36,0.01,5.38,13.20,253550,87
2022/04/03,25,0.01,28.81,0.01,25.81,11.48,229650,85
2022/04/03,26,0.01,28.81,0.01,28.81,13.64,250600,91
2022/04/03,27,0.01,35.72,0.01,2.38,10.87,316500,128
2022/04/03,28,0.01,30.00,0.01,1.38,11.70,284700,115
2022/04/03,29,0.01,30.00,0.01,2.38,11.38,300800,133
2022/04/03,30,0.01,26.00,0.01,5.80,7.82,215900,93
2022/04/03,31,11.60,30.00,0.01,3.87,11.62,347200,116
2022/04/03,32,15.10,28.41,0.01,18.00,12.55,295900,135
2022/04/03,33,11.45,26.00,0.01,19.71,11.27,351350,123
2022/04/03,34,25.87,34.50,0.93,27.87,17.16,199550,124
2022/04/03,35,23.45,34.27,6.16,25.45,19.28,156750,107
2022/04/03,36,16.96,43.34,15.00,43.34,21.27,152950,126
2022/04/03,37,18.38,34.31,15.00,23.83,22.12,151950,118
2022/04/03,38,20.21,38.02,15.00,25.81,23.44,141550,140
2022/04/03,39,23.81,27.86,23.21,25.00,25.19,189650,129
2022/04/03,40,23.81,30.00,23.81,23.81,25.29,316750,151
2022/04/03,41,23.81,27.86,23.81,23.81,24.81,390950,161
2022/04/03,42,23.81,34.35,16.31,21.77,24.29,277950,171
2022/04/03,43,23.81,27.43,22.86,23.91,24.75,305850,152
2022/04/03,44,23.45,34.25,22.99,23.55,24.95,180850,127
2022/04/03,45,33.09,49.64,15.00,27.17,30.63,230800,141
2022/04/03,46,29.76,31.76,15.00,24.18,25.18,148050,94
2022/04/03,47,33.27,35.27,8.43,33.27,28.22,196050,105
2022/04/03,48,29.56,31.56,9.93,31.56,24.23,128100,100
2022/04/04,1,24.31,33.81,6.00,6.56,20.13,44350,45
2022/04/04,2,24.31,33.81,11.25,17.00,20.95,45650,53
2022/04/04,3,24.68,34.18,6.56,20.68,22.56,38450,40
2022/04/04,4,24.68,34.18,6.56,20.68,22.32,39050,42
2022/04/04,5,16.84,34.18,6.56,16.84,24.24,32000,26
2022/04/04,6,24.68,34.18,8.43,17.40,24.50,27900,22
2022/04/04,7,9.05,34.18,9.05,26.68,24.27,30300,31
2022/04/04,8,24.68,34.18,17.20,26.30,22.49,43750,41
2022/04/04,9,19.24,24.00,18.68,19.65,20.23,53050,48
2022/04/04,10,24.68,35.00,19.17,20.59,24.58,30250,39
2022/04/04,11,24.29,31.20,24.18,26.18,26.30,78500,52
2022/04/04,12,31.52,32.52,9.05,31.52,31.48,77200,73
2022/04/04,13,34.54,40.73,9.05,39.73,38.04,80750,59
2022/04/04,14,32.04,40.98,9.05,40.08,38.29,96800,62
2022/04/04,15,31.95,43.90,8.10,36.90,38.51,183850,80
2022/04/04,16,35.84,46.00,6.56,29.79,36.95,99100,45
2022/04/04,17,35.01,52.63,10.10,24.18,39.05,118500,53
2022/04/04,18,27.00,52.63,9.39,29.49,37.25,116400,49
2022/04/04,19,10.00,53.82,0.01,20.44,37.02,284700,118
2022/04/04,20,1.80,61.46,0.01,20.03,38.12,255800,91
2022/04/04,21,20.00,61.32,0.01,55.88,32.13,208250,99
2022/04/04,22,4.65,63.00,0.01,16.50,23.82,151100,110
2022/04/04,23,8.30,62.73,0.01,14.81,26.54,126200,88
2022/04/04,24,8.94,56.54,0.01,10.94,24.44,215150,107
2022/04/04,25,0.01,56.06,0.01,10.10,32.90,303700,102
2022/04/04,26,2.00,80.00,0.01,10.00,30.66,292150,104
2022/04/04,27,35.00,80.00,0.01,15.00,37.89,321200,101
2022/04/04,28,36.25,80.00,0.01,55.69,39.03,415550,116
2022/04/04,29,36.25,80.00,0.01,36.35,34.62,393500,136
2022/04/04,30,40.04,80.00,0.01,40.14,33.94,485450,162
2022/04/04,31,35.00,80.00,0.01,14.86,30.69,678950,196
2022/04/04,32,36.25,80.00,2.01,5.00,34.69,684150,161
2022/04/04,33,40.00,60.50,0.01,16.50,34.06,522800,155
2022/04/04,34,10.60,60.90,7.65,55.00,36.81,751900,224
2022/04/04,35,45.00,60.00,16.38,28.00,42.38,622150,268
2022/04/04,36,40.60,61.94,20.01,38.01,43.14,496650,188
2022/04/04,37,45.03,95.00,44.02,60.91,47.50,462600,195
2022/04/04,38,45.03,95.00,45.00,60.03,48.00,386450,158
2022/04/04,39,41.99,80.00,22.21,22.21,45.44,556050,179
2022/04/04,40,40.00,80.00,16.37,32.05,43.56,457650,147
2022/04/04,41,39.83,71.78,16.37,45.50,42.09,513000,154
2022/04/04,42,41.81,61.92,17.66,32.15,40.08,455000,154
2022/04/04,43,39.70,80.00,22.21,50.04,42.52,443750,160
2022/04/04,44,40.97,60.03,16.50,31.00,40.62,431900,145
2022/04/04,45,38.25,79.83,17.18,32.36,42.23,224850,152
2022/04/04,46,35.92,80.00,16.31,22.28,36.70,298400,120
2022/04/04,47,36.25,54.78,16.36,38.50,29.75,207000,150
2022/04/04,48,36.95,45.00,14.89,16.58,26.63,172000,131
2022/04/05,1,14.99,36.35,10.00,10.00,20.01,70550,65
2022/04/05,2,16.44,33.81,6.26,26.81,20.76,83100,56
2022/04/05,3,16.47,38.98,6.26,16.58,19.82,63950,61
2022/04/05,4,16.86,36.35,8.13,17.50,18.23,74300,60
2022/04/05,5,18.88,36.35,8.13,19.50,22.96,86500,58
2022/04/05,6,20.00,36.35,16.31,21.40,22.70,88050,74
2022/04/05,7,20.07,36.35,16.31,21.39,22.19,98400,71
2022/04/05,8,19.13,36.35,16.31,26.54,22.37,100500,60
2022/04/05,9,24.28,36.35,15.00,27.18,22.49,98600,83
2022/04/05,10,20.21,36.35,16.31,23.92,23.09,87400,75
2022/04/05,11,26.79,36.35,15.00,26.90,24.05,145500,94
2022/04/05,12,31.84,40.99,15.00,31.94,26.53,104150,89
2022/04/05,13,39.98,43.00,16.31,28.00,34.10,199300,129
2022/04/05,14,34.65,41.68,14.89,22.00,24.78,203200,113
2022/04/05,15,19.13,40.00,14.89,15.00,23.18,99850,69
2022/04/05,16,14.99,36.42,8.06,15.44,27.19,60050,65
2022/04/05,17,15.07,37.33,8.99,10.00,17.48,78950,68
2022/04/05,18,23.91,36.72,8.35,9.29,22.94,70000,70
2022/04/05,19,11.77,36.35,0.10,1.90,15.72,60750,58
2022/04/05,20,11.74,37.42,0.10,23.81,18.52,68650,73
2022/04/05,21,8.34,37.69,0.01,26.81,11.98,84400,91
2022/04/05,22,11.49,36.90,0.01,23.70,13.47,74100,83
2022/04/05,23,11.49,35.85,0.01,28.82,15.19,93800,87
2022/04/05,24,12.39,22.44,0.01,12.18,14.62,146000,113
2022/04/05,25,2.00,28.82,0.01,6.00,11.38,285450,147
2022/04/05,26,0.01,22.44,0.01,0.11,6.00,220650,175
2022/04/05,27,11.53,24.50,0.01,19.00,16.44,149850,129
2022/04/05,28,3.00,22.50,0.01,9.34,15.53,307000,141
2022/04/05,29,4.65,24.50,0.01,21.50,17.59,250900,131
2022/04/05,30,11.53,31.41,0.01,20.00,18.64,109950,108
2022/04/05,31,1.99,20.30,1.99,8.18,10.60,350800,140
2022/04/05,32,11.21,39.09,9.15,13.21,19.91,181350,104
2022/04/05,33,13.00,34.18,2.10,15.00,18.36,99900,99
2022/04/05,34,20.07,41.73,18.07,19.96,25.70,105600,124
2022/04/05,35,27.65,41.58,17.00,27.65,33.35,163300,150
2022/04/05,36,32.09,40.47,17.19,35.00,35.38,188850,181
2022/04/05,37,30.00,40.54,17.30,29.89,35.61,197750,182
2022/04/05,38,31.84,40.54,17.30,39.50,36.68,215900,188
2022/04/05,39,31.75,42.88,17.00,29.74,35.78,174050,187
2022/04/05,40,26.79,42.58,17.00,26.79,34.13,170650,160
2022/04/05,41,26.79,40.08,22.67,26.68,35.10,170050,151
2022/04/05,42,21.04,42.58,15.00,20.94,28.80,194350,163
2022/04/05,43,20.21,42.48,16.37,30.57,29.62,148650,153
2022/04/05,44,19.13,35.61,15.00,19.23,26.07,152100,146
2022/04/05,45,24.55,39.25,14.00,24.64,26.27,194050,164
2022/04/05,46,19.13,31.17,11.00,20.43,20.71,154850,150
2022/04/05,47,16.86,33.81,15.00,16.97,21.22,136550,121
2022/04/05,48,14.99,32.30,8.52,17.02,19.64,188500,123
2022/04/06,1,13.40,16.60,9.44,13.40,13.56,93200,42
2022/04/06,2,12.55,16.60,9.44,13.40,13.61,98600,48
2022/04/06,3,16.23,16.52,9.44,15.83,15.82,67150,46
2022/04/06,4,16.73,17.95,10.76,16.63,17.70,45100,44
2022/04/06,5,17.13,18.30,10.76,18.09,17.97,49100,51
2022/04/06,6,18.88,18.98,16.82,16.83,18.31,53950,56
2022/04/06,7,20.20,20.32,16.83,20.32,20.06,75600,81
2022/04/06,8,20.67,20.77,20.01,20.50,20.67,96500,81
2022/04/06,9,20.21,20.31,17.27,20.31,19.40,118450,73
2022/04/06,10,27.71,28.81,17.23,28.61,26.92,262550,102
2022/04/06,11,33.23,33.23,20.01,22.21,27.76,119500,78
2022/04/06,12,29.93,29.93,14.89,20.31,22.92,104150,98
2022/04/06,13,20.21,20.31,18.14,20.31,20.08,69350,77
2022/04/06,14,16.83,16.83,14.89,16.80,16.41,85950,69
2022/04/06,15,16.44,18.50,14.89,16.50,16.22,89250,73
2022/04/06,16,11.53,28.07,4.99,12.00,15.98,439850,117
2022/04/06,17,10.99,22.00,1.80,12.00,14.50,305400,87
2022/04/06,18,3.00,22.00,2.00,12.00,13.75,317600,100
2022/04/06,19,2.00,22.00,1.70,8.50,15.16,412750,102
2022/04/06,20,0.01,22.00,0.01,0.11,14.04,482450,192
2022/04/06,21,0.01,37.25,0.01,2.01,13.05,430550,190
2022/04/06,22,0.01,30.02,0.01,3.00,14.45,356900,106
2022/04/06,23,0.11,37.25,0.01,0.12,12.57,437000,186
2022/04/06,24,0.10,37.25,0.01,0.01,12.01,491700,204
2022/04/06,25,0.10,22.00,0.01,3.00,8.27,767550,281
2022/04/06,26,0.10,22.00,0.01,0.01,7.58,828050,291
2022/04/06,27,0.01,22.00,0.01,3.00,10.27,819800,292
2022/04/06,28,0.01,22.00,0.01,4.86,10.42,915850,298
2022/04/06,29,0.01,22.00,0.01,3.50,11.02,849300,289
2022/04/06,30,0.01,22.00,0.01,5.00,8.56,618600,277
2022/04/06,31,0.03,22.00,0.01,5.00,9.36,474800,185
2022/04/06,32,11.15,22.00,9.07,16.08,13.96,396300,133
2022/04/06,33,12.39,26.60,9.18,17.40,16.40,473200,135
2022/04/06,34,18.88,30.00,9.39,18.88,23.93,433800,174
2022/04/06,35,24.45,29.00,11.10,24.45,24.49,582700,252
2022/04/06,36,24.46,29.00,16.46,24.57,24.29,408100,187
2022/04/06,37,24.46,29.00,23.00,24.57,24.92,700850,252
2022/04/06,38,24.46,29.00,23.00,24.57,24.94,715200,259
2022/04/06,39,24.46,27.75,22.72,22.72,24.87,547700,237
2022/04/06,40,24.45,27.55,23.00,23.55,24.83,517150,227
2022/04/06,41,24.46,28.00,17.50,24.46,24.84,535750,222
2022/04/06,42,24.45,28.00,17.00,24.56,24.77,541600,226
2022/04/06,43,24.45,26.55,16.97,24.56,24.70,478150,203
2022/04/06,44,24.45,27.75,16.96,24.41,24.49,537500,232
2022/04/06,45,20.21,31.00,15.00,20.32,20.33,299350,145
2022/04/06,46,16.86,26.00,16.53,16.97,17.45,336800,154
2022/04/06,47,16.47,26.47,14.89,16.58,17.30,308450,148
2022/04/06,48,12.30,26.50,12.30,12.51,17.13,249850,123
2022/04/07,1,23.81,26.90,14.89,23.71,20.09,106650,53
2022/04/07,2,23.81,26.37,15.10,15.10,19.85,108900,49
2022/04/07,3,26.92,29.00,14.89,14.89,19.33,127750,63
2022/04/07,4,28.42,30.42,16.31,16.31,20.07,121900,62
2022/04/07,5,28.47,30.47,16.31,24.14,21.93,76350,65
2022/04/07,6,28.55,30.55,14.89,24.01,22.50,67200,63
2022/04/07,7,26.79,29.00,15.00,26.90,24.53,138400,82
2022/04/07,8,28.89,31.33,24.00,25.00,25.54,115550,85
2022/04/07,9,26.06,29.99,15.00,24.01,24.68,99800,87
2022/04/07,10,26.79,32.42,24.00,24.00,26.44,106350,95
2022/04/07,11,29.97,31.97,24.00,31.58,28.28,91050,88
2022/04/07,12,29.97,31.97,24.00,29.97,27.52,87000,84
2022/04/07,13,13.90,29.69,13.90,24.00,24.89,64550,77
2022/04/07,14,21.57,28.40,21.57,22.92,24.21,79150,95
2022/04/07,15,21.56,26.90,8.28,8.28,22.74,73550,74
2022/04/07,16,21.56,26.97,8.71,16.63,21.47,82400,69
2022/04/07,17,21.56,25.93,7.06,7.06,21.78,121350,91
2022/04/07,18,23.66,26.03,6.81,6.81,17.64,114400,83
2022/04/07,19,23.66,25.56,7.00,7.00,20.71,121900,95
2022/04/07,20,23.66,26.03,6.47,6.47,13.91,100250,83
2022/04/07,21,0.01,26.03,0.01,8.91,5.81,156550,141
2022/04/07,22,0.01,28.78,0.01,24.00,15.92,152500,96
2022/04/07,23,0.01,32.20,0.01,24.00,21.83,124650,75
2022/04/07,24,0.01,30.00,0.01,9.82,19.99,127950,78
2022/04/07,25,0.01,29.30,0.01,1.00,9.15,235200,203
2022/04/07,26,0.01,27.02,0.01,3.00,8.57,238350,196
2022/04/07,27,0.01,27.02,0.01,8.20,16.52,161450,127
2022/04/07,28,0.01,24.28,0.01,7.89,15.88,181800,113
2022/04/07,29,0.01,24.00,0.01,8.30,14.19,203650,153
2022/04/07,30,22.88,24.00,0.01,19.89,15.89,231950,170
2022/04/07,31,23.56,25.99,0.01,11.53,21.01,401700,213
2022/04/07,32,25.57,26.90,6.44,6.44,22.05,277900,173
2022/04/07,33,26.18,26.90,9.28,14.89,23.50,389750,185
2022/04/07,34,26.06,28.06,4.99,19.06,24.56,221100,150
2022/04/07,35,39.07,39.07,9.19,24.22,27.61,343300,166
2022/04/07,36,39.97,39.97,12.14,32.16,29.59,329500,163
2022/04/07,37,39.78,39.78,16.31,35.10,28.43,481100,212
2022/04/07,38,39.83,39.83,16.31,29.01,29.37,451750,199
2022/04/07,39,39.58,39.58,18.24,28.32,27.82,509700,209
2022/04/07,40,39.28,39.28,18.24,24.90,28.17,414700,204
2022/04/07,41,39.70,39.70,16.31,18.31,28.32,337250,190
2022/04/07,42,39.43,39.43,16.31,20.35,27.39,375750,207
2022/04/07,43,36.25,36.25,16.31,30.38,27.38,417200,200
2022/04/07,44,30.69,30.69,14.89,26.89,25.18,187500,145
2022/04/07,45,36.25,36.25,15.36,33.84,25.28,110600,137
2022/04/07,46,30.07,35.83,15.36,18.49,22.45,109350,133
2022/04/07,47,29.74,31.74,15.36,16.97,22.32,362500,160
2022/04/07,48,29.08,29.18,14.99,15.10,20.18,350550,144
2022/04/08,1,24.28,29.23,15.10,15.10,23.09,187000,62
2022/04/08,2,25.81,28.75,17.10,17.10,27.46,163800,44
2022/04/08,3,25.97,31.55,17.10,18.63,28.91,173750,51
2022/04/08,4,25.13,31.17,16.95,16.95,29.49,192550,56
2022/04/08,5,28.30,31.58,18.38,18.38,25.82,102750,52
2022/04/08,6,28.26,31.57,20.07,22.07,28.46,178050,55
2022/04/08,7,28.64,30.64,25.78,25.78,27.93,65500,67
2022/04/08,8,28.82,30.72,16.32,16.32,27.24,79050,76
2022/04/08,9,26.92,29.92,20.07,22.07,28.04,122500,56
2022/04/08,10,29.09,31.19,19.27,19.37,28.07,103650,56
2022/04/08,11,29.76,31.76,25.34,26.69,29.50,122150,73
2022/04/08,12,29.81,31.81,25.34,29.39,30.41,153850,74
2022/04/08,13,23.78,26.68,23.18,25.68,25.90,194600,80
2022/04/08,14,23.77,26.67,23.67,23.68,25.07,91800,78
2022/04/08,15,18.88,22.00,10.00,18.88,20.39,58100,58
2022/04/08,16,16.47,24.03,6.00,22.00,20.80,57100,62
2022/04/08,17,10.00,17.86,9.67,12.00,16.11,199500,70
2022/04/08,18,10.73,22.49,8.67,14.89,13.23,53350,51
2022/04/08,19,8.41,20.00,7.14,16.87,12.33,59400,55
2022/04/08,20,0.01,20.00,0.01,11.28,8.68,51950,53
2022/04/08,21,0.01,16.61,0.01,2.03,5.20,111650,107
2022/04/08,22,0.01,36.38,0.01,4.75,6.68,53450,76
2022/04/08,23,0.01,20.00,0.01,13.53,7.37,45850,74
2022/04/08,24,0.01,20.00,0.01,0.99,5.24,47850,78
2022/04/08,25,0.01,24.24,0.01,1.00,5.49,151050,149
2022/04/08,26,0.01,15.00,0.01,0.05,3.38,152000,172
2022/04/08,27,0.01,16.07,0.01,8.53,8.13,68650,99
2022/04/08,28,0.01,13.38,0.01,1.75,9.61,216650,128
2022/04/08,29,0.01,15.00,0.01,0.12,11.44,125800,139
2022/04/08,30,0.01,11.49,0.01,7.99,5.62,236500,173
2022/04/08,31,0.01,18.49,0.01,8.84,8.89,98350,126
2022/04/08,32,13.45,13.45,5.00,10.25,11.04,154200,135
2022/04/08,33,23.67,27.34,7.39,25.67,23.67,215750,128
2022/04/08,34,23.68,28.53,6.91,25.68,24.73,121050,137
2022/04/08,35,24.30,28.00,20.00,24.23,25.18,137900,139
2022/04/08,36,31.16,35.00,22.28,32.06,32.08,230600,152
2022/04/08,37,29.48,33.50,9.54,30.48,30.67,209650,141
2022/04/08,38,31.90,36.74,30.84,31.84,32.38,212250,135
2022/04/08,39,27.70,30.70,25.00,27.60,28.61,229700,136
2022/04/08,40,26.80,29.80,24.62,26.68,27.02,507550,233
2022/04/08,41,26.80,29.80,24.02,26.68,27.11,411300,223
2022/04/08,42,25.01,29.00,24.27,24.90,25.28,474900,235
2022/04/08,43,26.80,29.80,24.68,26.68,27.10,362500,194
2022/04/08,44,26.79,29.57,22.08,22.08,26.90,498300,223
2022/04/08,45,31.68,34.02,27.70,30.57,31.92,346600,158
2022/04/08,46,28.50,33.98,14.89,29.50,29.69,319950,166
2022/04/08,47,28.24,31.24,19.97,29.24,28.38,231200,130
2022/04/08,48,24.18,26.18,17.03,17.24,20.75,135300,132
2022/04/09,1,26.78,28.14,15.00,23.00,22.01,84200,64
2022/04/09,2,27.40,28.00,11.95,26.60,19.65,116950,71
2022/04/09,3,27.40,30.99,7.93,27.18,22.56,108350,69
2022/04/09,4,27.40,28.14,7.93,27.00,22.39,81800,62
2022/04/09,5,27.40,28.04,15.00,27.00,21.55,103950,68
2022/04/09,6,27.40,32.04,15.56,24.98,25.04,190500,84
2022/04/09,7,27.40,27.40,15.00,15.00,24.56,97100,82
2022/04/09,8,27.40,28.27,15.00,15.56,23.63,89100,70
2022/04/09,9,27.40,27.40,12.84,12.84,23.66,89750,72
2022/04/09,10,27.40,29.57,15.00,21.67,23.48,90400,75
2022/04/09,11,27.40,32.09,15.00,22.20,22.65,100600,80
2022/04/09,12,27.40,27.40,13.93,22.84,22.18,79200,80
2022/04/09,13,25.27,27.12,17.62,21.27,20.35,57500,65
2022/04/09,14,10.95,16.50,6.06,11.03,11.17,53400,41
2022/04/09,15,0.61,11.00,0.16,10.43,5.59,172350,85
2022/04/09,16,0.02,9.00,0.01,8.47,3.36,233200,182
2022/04/09,17,0.02,8.49,0.01,8.49,2.37,423550,219
2022/04/09,18,0.01,8.47,0.01,8.47,1.73,469100,218
2022/04/09,19,0.01,8.00,0.01,0.01,1.40,450500,186
2022/04/09,20,0.11,7.71,0.01,0.01,0.95,539200,191
2022/04/09,21,0.11,7.67,0.01,0.11,0.83,488800,185
2022/04/09,22,0.01,7.65,0.01,0.01,0.09,447850,135
2022/04/09,23,0.01,8.92,0.01,8.92,0.14,427950,128
