商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
26W26T87,6月4週本四[逆],四国 -> 中国,2026/04/22,2026/06/20,2026/06/26,1200.0,3.35,1200.0
26W26T97,6月4週関門[逆],九州 -> 中国,2026/04/22,2026/06/20,2026/06/26,1580.0,0.81,1580.0
26W27T12,7月1週北本(順),北海道 -> 東北,2026/05/22,2026/06/27,2026/07/03,200.0,0.01,65.0
26W27T21,7月1週北本[逆],東北 -> 北海道,2026/05/22,2026/06/27,2026/07/03,0.0,-,-
26W27T23,7月1週東北東京(順),東北 -> 東京,2026/05/22,2026/06/27,2026/07/03,1570.0,1.62,1570.0
26W27T34,7月1週ＦＣ(順),東京 -> 中部,2026/05/22,2026/06/27,2026/07/03,1200.0,0.01,5.0
26W27T43,7月1週ＦＣ[逆],中部 -> 東京,2026/05/22,2026/06/27,2026/07/03,1160.0,0.57,1160.0
26W27T76,7月1週関中[逆],中国 -> 関西,2026/05/22,2026/06/27,2026/07/03,3290.0,0.63,3290.0
26W27T86,7月1週阿南紀北[逆],四国 -> 関西,2026/05/22,2026/06/27,2026/07/03,140.0,5.00,140.0
26W27T87,7月1週本四[逆],四国 -> 中国,2026/05/22,2026/06/27,2026/07/03,1200.0,3.27,1200.0
26W27T97,7月1週関門[逆],九州 -> 中国,2026/05/22,2026/06/27,2026/07/03,1580.0,0.80,1580.0
26W28T12,7月2週北本(順),北海道 -> 東北,2026/05/22,2026/07/04,2026/07/10,580.0,0.01,15.0
26W28T21,7月2週北本[逆],東北 -> 北海道,2026/05/22,2026/07/04,2026/07/10,0.0,-,-
26W28T23,7月2週東北東京(順),東北 -> 東京,2026/05/22,2026/07/04,2026/07/10,4280.0,0.56,4280.0
26W28T34,7月2週ＦＣ(順),東京 -> 中部,2026/05/22,2026/07/04,2026/07/10,1200.0,-,-
26W28T43,7月2週ＦＣ[逆],中部 -> 東京,2026/05/22,2026/07/04,2026/07/10,1200.0,0.59,1200.0
26W28T76,7月2週関中[逆],中国 -> 関西,2026/05/22,2026/07/04,2026/07/10,4650.0,0.52,4650.0
26W28T86,7月2週阿南紀北[逆],四国 -> 関西,2026/05/22,2026/07/04,2026/07/10,770.0,4.49,770.0
26W28T87,7月2週本四[逆],四国 -> 中国,2026/05/22,2026/07/04,2026/07/10,1450.0,3.20,1450.0
26W28T97,7月2週関門[逆],九州 -> 中国,2026/05/22,2026/07/04,2026/07/10,1760.0,0.85,1760.0
26W29T12,7月3週北本(順),北海道 -> 東北,2026/05/22,2026/07/11,2026/07/17,280.0,0.01,15.0
26W29T21,7月3週北本[逆],東北 -> 北海道,2026/05/22,2026/07/11,2026/07/17,0.0,-,-
26W29T23,7月3週東北東京(順),東北 -> 東京,2026/05/22,2026/07/11,2026/07/17,4280.0,0.66,4280.0
26W29T34,7月3週ＦＣ(順),東京 -> 中部,2026/05/22,2026/07/11,2026/07/17,1200.0,-,-
26W29T43,7月3週ＦＣ[逆],中部 -> 東京,2026/05/22,2026/07/11,2026/07/17,1200.0,0.52,1200.0
26W29T76,7月3週関中[逆],中国 -> 関西,2026/05/22,2026/07/11,2026/07/17,4650.0,0.54,4650.0
26W29T86,7月3週阿南紀北[逆],四国 -> 関西,2026/05/22,2026/07/11,2026/07/17,770.0,4.50,770.0
26W29T87,7月3週本四[逆],四国 -> 中国,2026/05/22,2026/07/11,2026/07/17,1450.0,3.29,1450.0
26W29T97,7月3週関門[逆],九州 -> 中国,2026/05/22,2026/07/11,2026/07/17,1760.0,0.72,1760.0
26W30T12,7月4週北本(順),北海道 -> 東北,2026/05/22,2026/07/18,2026/07/24,280.0,0.01,65.0
26W30T21,7月4週北本[逆],東北 -> 北海道,2026/05/22,2026/07/18,2026/07/24,0.0,-,-
26W30T23,7月4週東北東京(順),東北 -> 東京,2026/05/22,2026/07/18,2026/07/24,4290.0,0.70,4290.0
26W30T34,7月4週ＦＣ(順),東京 -> 中部,2026/05/22,2026/07/18,2026/07/24,1200.0,-,-
26W30T43,7月4週ＦＣ[逆],中部 -> 東京,2026/05/22,2026/07/18,2026/07/24,1200.0,0.59,1200.0
26W30T76,7月4週関中[逆],中国 -> 関西,2026/05/22,2026/07/18,2026/07/24,4650.0,0.56,4650.0
26W30T86,7月4週阿南紀北[逆],四国 -> 関西,2026/05/22,2026/07/18,2026/07/24,770.0,4.51,770.0
26W30T87,7月4週本四[逆],四国 -> 中国,2026/05/22,2026/07/18,2026/07/24,1450.0,3.41,1450.0
26W30T97,7月4週関門[逆],九州 -> 中国,2026/05/22,2026/07/18,2026/07/24,1760.0,0.90,1760.0
26W31T12,7月5週北本(順),北海道 -> 東北,2026/05/22,2026/07/25,2026/07/31,280.0,0.01,65.0
26W31T21,7月5週北本[逆],東北 -> 北海道,2026/05/22,2026/07/25,2026/07/31,0.0,-,-
26W31T23,7月5週東北東京(順),東北 -> 東京,2026/05/22,2026/07/25,2026/07/31,4380.0,0.72,4380.0
26W31T34,7月5週ＦＣ(順),東京 -> 中部,2026/05/22,2026/07/25,2026/07/31,1200.0,-,-
26W31T43,7月5週ＦＣ[逆],中部 -> 東京,2026/05/22,2026/07/25,2026/07/31,1200.0,0.55,1200.0
26W31T76,7月5週関中[逆],中国 -> 関西,2026/05/22,2026/07/25,2026/07/31,4650.0,0.61,4650.0
26W31T86,7月5週阿南紀北[逆],四国 -> 関西,2026/05/22,2026/07/25,2026/07/31,770.0,4.51,770.0
26W31T87,7月5週本四[逆],四国 -> 中国,2026/05/22,2026/07/25,2026/07/31,1450.0,3.50,1450.0
26W31T97,7月5週関門[逆],九州 -> 中国,2026/05/22,2026/07/25,2026/07/31,1760.0,0.92,1760.0
