商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
23W25T87,6月4週本四[逆],四国 -> 中国,2023/04/24,2023/06/17,2023/06/23,1001.0,-,-
23W25T97,6月4週関門[逆],九州 -> 中国,2023/04/24,2023/06/17,2023/06/23,0.0,-,-
23W26T21,6月5週北本[逆],東北 -> 北海道,2023/04/24,2023/06/24,2023/06/30,376.0,0.01,22.2
23W26T34,6月5週ＦＣ(順),東京 -> 中部,2023/04/24,2023/06/24,2023/06/30,1200.0,-,-
23W26T43,6月5週ＦＣ[逆],中部 -> 東京,2023/04/24,2023/06/24,2023/06/30,862.0,0.02,862.0
23W26T86,6月5週阿南紀北[逆],四国 -> 関西,2023/04/24,2023/06/24,2023/06/30,739.0,0.01,176.0
23W26T87,6月5週本四[逆],四国 -> 中国,2023/04/24,2023/06/24,2023/06/30,1001.0,-,-
23W26T97,6月5週関門[逆],九州 -> 中国,2023/04/24,2023/06/24,2023/06/30,0.0,-,-
23W27T21,7月1週北本[逆],東北 -> 北海道,2023/05/24,2023/07/01,2023/07/07,380.0,-,-
23W27T34,7月1週ＦＣ(順),東京 -> 中部,2023/05/24,2023/07/01,2023/07/07,1200.0,0.01,6.0
23W27T43,7月1週ＦＣ[逆],中部 -> 東京,2023/05/24,2023/07/01,2023/07/07,862.0,0.10,862.0
23W27T86,7月1週阿南紀北[逆],四国 -> 関西,2023/05/24,2023/07/01,2023/07/07,69.7,0.04,69.7
23W27T87,7月1週本四[逆],四国 -> 中国,2023/05/24,2023/07/01,2023/07/07,870.0,0.01,870.0
23W27T97,7月1週関門[逆],九州 -> 中国,2023/05/24,2023/07/01,2023/07/07,0.0,-,-
23W28T21,7月2週北本[逆],東北 -> 北海道,2023/05/24,2023/07/08,2023/07/14,380.0,0.01,1.0
23W28T34,7月2週ＦＣ(順),東京 -> 中部,2023/05/24,2023/07/08,2023/07/14,1200.0,0.01,6.0
23W28T43,7月2週ＦＣ[逆],中部 -> 東京,2023/05/24,2023/07/08,2023/07/14,862.0,0.12,862.0
23W28T86,7月2週阿南紀北[逆],四国 -> 関西,2023/05/24,2023/07/08,2023/07/14,69.7,0.02,69.7
23W28T87,7月2週本四[逆],四国 -> 中国,2023/05/24,2023/07/08,2023/07/14,870.0,0.01,870.0
23W28T97,7月2週関門[逆],九州 -> 中国,2023/05/24,2023/07/08,2023/07/14,0.0,-,-
23W29T21,7月3週北本[逆],東北 -> 北海道,2023/05/24,2023/07/15,2023/07/21,380.0,-,-
23W29T34,7月3週ＦＣ(順),東京 -> 中部,2023/05/24,2023/07/15,2023/07/21,1200.0,0.01,6.0
23W29T43,7月3週ＦＣ[逆],中部 -> 東京,2023/05/24,2023/07/15,2023/07/21,862.0,0.12,862.0
23W29T86,7月3週阿南紀北[逆],四国 -> 関西,2023/05/24,2023/07/15,2023/07/21,69.7,0.02,69.7
23W29T87,7月3週本四[逆],四国 -> 中国,2023/05/24,2023/07/15,2023/07/21,870.0,0.01,870.0
23W29T97,7月3週関門[逆],九州 -> 中国,2023/05/24,2023/07/15,2023/07/21,0.0,-,-
23W30T21,7月4週北本[逆],東北 -> 北海道,2023/05/24,2023/07/22,2023/07/28,380.0,-,-
23W30T34,7月4週ＦＣ(順),東京 -> 中部,2023/05/24,2023/07/22,2023/07/28,1200.0,0.01,6.0
23W30T43,7月4週ＦＣ[逆],中部 -> 東京,2023/05/24,2023/07/22,2023/07/28,862.0,0.12,862.0
23W30T86,7月4週阿南紀北[逆],四国 -> 関西,2023/05/24,2023/07/22,2023/07/28,69.7,0.02,69.7
23W30T87,7月4週本四[逆],四国 -> 中国,2023/05/24,2023/07/22,2023/07/28,870.0,0.01,870.0
23W30T97,7月4週関門[逆],九州 -> 中国,2023/05/24,2023/07/22,2023/07/28,0.0,-,-
23W31T21,8月1週北本[逆],東北 -> 北海道,2023/06/22,2023/07/29,2023/08/04,370.0,-,-
23W31T34,8月1週ＦＣ(順),東京 -> 中部,2023/06/22,2023/07/29,2023/08/04,1500.0,-,-
23W31T43,8月1週ＦＣ[逆],中部 -> 東京,2023/06/22,2023/07/29,2023/08/04,1132.0,0.21,1132.0
23W31T86,8月1週阿南紀北[逆],四国 -> 関西,2023/06/22,2023/07/29,2023/08/04,69.7,0.02,69.7
23W31T87,8月1週本四[逆],四国 -> 中国,2023/06/22,2023/07/29,2023/08/04,870.0,0.01,870.0
23W31T97,8月1週関門[逆],九州 -> 中国,2023/06/22,2023/07/29,2023/08/04,0.0,-,-
23W32T21,8月2週北本[逆],東北 -> 北海道,2023/06/22,2023/08/05,2023/08/11,270.0,-,-
23W32T34,8月2週ＦＣ(順),東京 -> 中部,2023/06/22,2023/08/05,2023/08/11,1500.0,-,-
23W32T43,8月2週ＦＣ[逆],中部 -> 東京,2023/06/22,2023/08/05,2023/08/11,1132.0,0.21,1132.0
23W32T86,8月2週阿南紀北[逆],四国 -> 関西,2023/06/22,2023/08/05,2023/08/11,69.7,0.02,69.7
23W32T87,8月2週本四[逆],四国 -> 中国,2023/06/22,2023/08/05,2023/08/11,870.0,0.01,870.0
23W32T97,8月2週関門[逆],九州 -> 中国,2023/06/22,2023/08/05,2023/08/11,0.0,-,-
23W33T21,8月3週北本[逆],東北 -> 北海道,2023/06/22,2023/08/12,2023/08/18,270.0,0.01,1.0
23W33T34,8月3週ＦＣ(順),東京 -> 中部,2023/06/22,2023/08/12,2023/08/18,1500.0,-,-
23W33T43,8月3週ＦＣ[逆],中部 -> 東京,2023/06/22,2023/08/12,2023/08/18,562.0,0.60,562.0
23W33T86,8月3週阿南紀北[逆],四国 -> 関西,2023/06/22,2023/08/12,2023/08/18,69.7,0.02,69.7
23W33T87,8月3週本四[逆],四国 -> 中国,2023/06/22,2023/08/12,2023/08/18,870.0,0.01,870.0
23W33T97,8月3週関門[逆],九州 -> 中国,2023/06/22,2023/08/12,2023/08/18,0.0,-,-
23W34T21,8月4週北本[逆],東北 -> 北海道,2023/06/22,2023/08/19,2023/08/25,0.0,-,-
23W34T34,8月4週ＦＣ(順),東京 -> 中部,2023/06/22,2023/08/19,2023/08/25,1500.0,-,-
23W34T43,8月4週ＦＣ[逆],中部 -> 東京,2023/06/22,2023/08/19,2023/08/25,1132.0,0.25,1132.0
23W34T86,8月4週阿南紀北[逆],四国 -> 関西,2023/06/22,2023/08/19,2023/08/25,69.7,0.02,69.7
23W34T87,8月4週本四[逆],四国 -> 中国,2023/06/22,2023/08/19,2023/08/25,870.0,-,-
23W34T97,8月4週関門[逆],九州 -> 中国,2023/06/22,2023/08/19,2023/08/25,0.0,-,-
23W35T21,9月1週北本[逆],東北 -> 北海道,2023/07/24,2023/08/26,2023/09/01,0.0,-,-
23W35T34,9月1週ＦＣ(順),東京 -> 中部,2023/07/24,2023/08/26,2023/09/01,600.0,-,-
23W35T43,9月1週ＦＣ[逆],中部 -> 東京,2023/07/24,2023/08/26,2023/09/01,262.0,1.00,262.0
23W35T86,9月1週阿南紀北[逆],四国 -> 関西,2023/07/24,2023/08/26,2023/09/01,69.7,0.10,69.7
23W35T87,9月1週本四[逆],四国 -> 中国,2023/07/24,2023/08/26,2023/09/01,870.0,0.01,170.0
23W35T97,9月1週関門[逆],九州 -> 中国,2023/07/24,2023/08/26,2023/09/01,0.0,-,-
23W36T21,9月2週北本[逆],東北 -> 北海道,2023/07/24,2023/09/02,2023/09/08,0.0,-,-
23W36T34,9月2週ＦＣ(順),東京 -> 中部,2023/07/24,2023/09/02,2023/09/08,1050.0,-,-
23W36T43,9月2週ＦＣ[逆],中部 -> 東京,2023/07/24,2023/09/02,2023/09/08,382.0,0.93,382.0
23W36T86,9月2週阿南紀北[逆],四国 -> 関西,2023/07/24,2023/09/02,2023/09/08,69.7,0.04,69.7
23W36T87,9月2週本四[逆],四国 -> 中国,2023/07/24,2023/09/02,2023/09/08,870.0,0.01,120.0
23W36T97,9月2週関門[逆],九州 -> 中国,2023/07/24,2023/09/02,2023/09/08,0.0,-,-
23W37T21,9月3週北本[逆],東北 -> 北海道,2023/07/24,2023/09/09,2023/09/15,0.0,-,-
23W37T34,9月3週ＦＣ(順),東京 -> 中部,2023/07/24,2023/09/09,2023/09/15,1050.0,-,-
23W37T43,9月3週ＦＣ[逆],中部 -> 東京,2023/07/24,2023/09/09,2023/09/15,712.0,0.51,712.0
23W37T86,9月3週阿南紀北[逆],四国 -> 関西,2023/07/24,2023/09/09,2023/09/15,69.7,0.02,69.7
23W37T87,9月3週本四[逆],四国 -> 中国,2023/07/24,2023/09/09,2023/09/15,870.0,0.01,120.0
23W37T97,9月3週関門[逆],九州 -> 中国,2023/07/24,2023/09/09,2023/09/15,0.0,-,-
23W38T21,9月4週北本[逆],東北 -> 北海道,2023/07/24,2023/09/16,2023/09/22,272.0,0.01,260.3
23W38T34,9月4週ＦＣ(順),東京 -> 中部,2023/07/24,2023/09/16,2023/09/22,600.0,-,-
23W38T43,9月4週ＦＣ[逆],中部 -> 東京,2023/07/24,2023/09/16,2023/09/22,0.0,-,-
23W38T86,9月4週阿南紀北[逆],四国 -> 関西,2023/07/24,2023/09/16,2023/09/22,69.7,0.02,69.7
23W38T87,9月4週本四[逆],四国 -> 中国,2023/07/24,2023/09/16,2023/09/22,870.0,0.01,170.0
23W38T97,9月4週関門[逆],九州 -> 中国,2023/07/24,2023/09/16,2023/09/22,0.0,-,-
23W39T21,9月5週北本[逆],東北 -> 北海道,2023/07/24,2023/09/23,2023/09/29,272.0,0.01,260.3
23W39T34,9月5週ＦＣ(順),東京 -> 中部,2023/07/24,2023/09/23,2023/09/29,600.0,-,-
23W39T43,9月5週ＦＣ[逆],中部 -> 東京,2023/07/24,2023/09/23,2023/09/29,0.0,-,-
23W39T86,9月5週阿南紀北[逆],四国 -> 関西,2023/07/24,2023/09/23,2023/09/29,69.7,0.04,69.7
23W39T87,9月5週本四[逆],四国 -> 中国,2023/07/24,2023/09/23,2023/09/29,870.0,0.01,170.0
23W39T97,9月5週関門[逆],九州 -> 中国,2023/07/24,2023/09/23,2023/09/29,0.0,-,-
23W40T21,10月1週北本[逆],東北 -> 北海道,2023/08/23,2023/09/30,2023/10/06,282.0,0.01,153.0
23W40T34,10月1週ＦＣ(順),東京 -> 中部,2023/08/23,2023/09/30,2023/10/06,600.0,-,-
23W40T43,10月1週ＦＣ[逆],中部 -> 東京,2023/08/23,2023/09/30,2023/10/06,262.0,1.00,262.0
23W40T86,10月1週阿南紀北[逆],四国 -> 関西,2023/08/23,2023/09/30,2023/10/06,69.7,0.10,69.7
23W40T87,10月1週本四[逆],四国 -> 中国,2023/08/23,2023/09/30,2023/10/06,870.0,0.01,870.0
23W40T97,10月1週関門[逆],九州 -> 中国,2023/08/23,2023/09/30,2023/10/06,0.0,-,-
23W41T21,10月2週北本[逆],東北 -> 北海道,2023/08/23,2023/10/07,2023/10/13,284.0,0.01,3.0
23W41T34,10月2週ＦＣ(順),東京 -> 中部,2023/08/23,2023/10/07,2023/10/13,1050.0,-,-
23W41T43,10月2週ＦＣ[逆],中部 -> 東京,2023/08/23,2023/10/07,2023/10/13,712.0,0.26,712.0
23W41T86,10月2週阿南紀北[逆],四国 -> 関西,2023/08/23,2023/10/07,2023/10/13,69.7,0.10,69.7
23W41T87,10月2週本四[逆],四国 -> 中国,2023/08/23,2023/10/07,2023/10/13,870.0,0.01,870.0
23W41T97,10月2週関門[逆],九州 -> 中国,2023/08/23,2023/10/07,2023/10/13,0.0,-,-
23W42T21,10月3週北本[逆],東北 -> 北海道,2023/08/23,2023/10/14,2023/10/20,0.0,-,-
23W42T34,10月3週ＦＣ(順),東京 -> 中部,2023/08/23,2023/10/14,2023/10/20,600.0,-,-
23W42T43,10月3週ＦＣ[逆],中部 -> 東京,2023/08/23,2023/10/14,2023/10/20,262.0,1.00,262.0
23W42T86,10月3週阿南紀北[逆],四国 -> 関西,2023/08/23,2023/10/14,2023/10/20,0.0,-,-
23W42T87,10月3週本四[逆],四国 -> 中国,2023/08/23,2023/10/14,2023/10/20,1001.0,0.01,1001.0
23W42T97,10月3週関門[逆],九州 -> 中国,2023/08/23,2023/10/14,2023/10/20,0.0,-,-
23W43T21,10月4週北本[逆],東北 -> 北海道,2023/08/23,2023/10/21,2023/10/27,0.0,-,-
23W43T34,10月4週ＦＣ(順),東京 -> 中部,2023/08/23,2023/10/21,2023/10/27,1120.0,-,-
23W43T43,10月4週ＦＣ[逆],中部 -> 東京,2023/08/23,2023/10/21,2023/10/27,562.0,0.51,562.0
23W43T86,10月4週阿南紀北[逆],四国 -> 関西,2023/08/23,2023/10/21,2023/10/27,69.7,0.10,69.7
23W43T87,10月4週本四[逆],四国 -> 中国,2023/08/23,2023/10/21,2023/10/27,870.0,0.01,870.0
23W43T97,10月4週関門[逆],九州 -> 中国,2023/08/23,2023/10/21,2023/10/27,0.0,-,-
23W44T21,11月1週北本[逆],東北 -> 北海道,2023/09/22,2023/10/28,2023/11/03,284.0,0.01,104.0
23W44T34,11月1週ＦＣ(順),東京 -> 中部,2023/09/22,2023/10/28,2023/11/03,1120.0,-,-
23W44T43,11月1週ＦＣ[逆],中部 -> 東京,2023/09/22,2023/10/28,2023/11/03,752.0,0.21,752.0
23W44T86,11月1週阿南紀北[逆],四国 -> 関西,2023/09/22,2023/10/28,2023/11/03,69.7,0.11,69.7
23W44T87,11月1週本四[逆],四国 -> 中国,2023/09/22,2023/10/28,2023/11/03,870.0,0.01,870.0
23W44T97,11月1週関門[逆],九州 -> 中国,2023/09/22,2023/10/28,2023/11/03,0.0,-,-
23W45T21,11月2週北本[逆],東北 -> 北海道,2023/09/22,2023/11/04,2023/11/10,292.0,0.02,292.0
23W45T34,11月2週ＦＣ(順),東京 -> 中部,2023/09/22,2023/11/04,2023/11/10,1120.0,-,-
23W45T43,11月2週ＦＣ[逆],中部 -> 東京,2023/09/22,2023/11/04,2023/11/10,752.0,0.10,752.0
23W45T86,11月2週阿南紀北[逆],四国 -> 関西,2023/09/22,2023/11/04,2023/11/10,69.7,0.13,69.7
23W45T87,11月2週本四[逆],四国 -> 中国,2023/09/22,2023/11/04,2023/11/10,870.0,0.01,870.0
23W45T97,11月2週関門[逆],九州 -> 中国,2023/09/22,2023/11/04,2023/11/10,0.0,-,-
23W46T21,11月3週北本[逆],東北 -> 北海道,2023/09/22,2023/11/11,2023/11/17,292.0,0.02,292.0
23W46T34,11月3週ＦＣ(順),東京 -> 中部,2023/09/22,2023/11/11,2023/11/17,1200.0,-,-
23W46T43,11月3週ＦＣ[逆],中部 -> 東京,2023/09/22,2023/11/11,2023/11/17,862.0,0.01,715.5
23W46T86,11月3週阿南紀北[逆],四国 -> 関西,2023/09/22,2023/11/11,2023/11/17,69.7,0.22,69.7
23W46T87,11月3週本四[逆],四国 -> 中国,2023/09/22,2023/11/11,2023/11/17,870.0,0.01,870.0
23W46T97,11月3週関門[逆],九州 -> 中国,2023/09/22,2023/11/11,2023/11/17,0.0,-,-
23W47T21,11月4週北本[逆],東北 -> 北海道,2023/09/22,2023/11/18,2023/11/24,292.0,0.02,292.0
23W47T34,11月4週ＦＣ(順),東京 -> 中部,2023/09/22,2023/11/18,2023/11/24,1200.0,-,-
23W47T43,11月4週ＦＣ[逆],中部 -> 東京,2023/09/22,2023/11/18,2023/11/24,862.0,0.01,722.4
23W47T86,11月4週阿南紀北[逆],四国 -> 関西,2023/09/22,2023/11/18,2023/11/24,69.7,0.27,69.7
23W47T87,11月4週本四[逆],四国 -> 中国,2023/09/22,2023/11/18,2023/11/24,870.0,0.01,870.0
23W47T97,11月4週関門[逆],九州 -> 中国,2023/09/22,2023/11/18,2023/11/24,0.0,-,-
23W48T21,12月1週北本[逆],東北 -> 北海道,2023/10/24,2023/11/25,2023/12/01,292.0,0.01,104.0
23W48T34,12月1週ＦＣ(順),東京 -> 中部,2023/10/24,2023/11/25,2023/12/01,1200.0,-,-
23W48T43,12月1週ＦＣ[逆],中部 -> 東京,2023/10/24,2023/11/25,2023/12/01,862.0,0.07,862.0
23W48T86,12月1週阿南紀北[逆],四国 -> 関西,2023/10/24,2023/11/25,2023/12/01,69.7,0.05,69.7
23W48T87,12月1週本四[逆],四国 -> 中国,2023/10/24,2023/11/25,2023/12/01,870.0,0.01,870.0
23W48T97,12月1週関門[逆],九州 -> 中国,2023/10/24,2023/11/25,2023/12/01,0.0,-,-
23W49T21,12月2週北本[逆],東北 -> 北海道,2023/10/24,2023/12/02,2023/12/08,325.0,0.01,104.0
23W49T34,12月2週ＦＣ(順),東京 -> 中部,2023/10/24,2023/12/02,2023/12/08,1200.0,-,-
23W49T43,12月2週ＦＣ[逆],中部 -> 東京,2023/10/24,2023/12/02,2023/12/08,862.0,0.12,862.0
23W49T86,12月2週阿南紀北[逆],四国 -> 関西,2023/10/24,2023/12/02,2023/12/08,69.7,0.10,69.7
23W49T87,12月2週本四[逆],四国 -> 中国,2023/10/24,2023/12/02,2023/12/08,870.0,0.01,870.0
23W49T97,12月2週関門[逆],九州 -> 中国,2023/10/24,2023/12/02,2023/12/08,3.3,1.00,3.3
23W50T21,12月3週北本[逆],東北 -> 北海道,2023/10/24,2023/12/09,2023/12/15,325.0,0.01,104.0
23W50T34,12月3週ＦＣ(順),東京 -> 中部,2023/10/24,2023/12/09,2023/12/15,1200.0,-,-
23W50T43,12月3週ＦＣ[逆],中部 -> 東京,2023/10/24,2023/12/09,2023/12/15,862.0,0.07,862.0
23W50T86,12月3週阿南紀北[逆],四国 -> 関西,2023/10/24,2023/12/09,2023/12/15,69.7,0.10,69.7
23W50T87,12月3週本四[逆],四国 -> 中国,2023/10/24,2023/12/09,2023/12/15,870.0,0.01,870.0
23W50T97,12月3週関門[逆],九州 -> 中国,2023/10/24,2023/12/09,2023/12/15,3.3,1.02,3.3
23W51T21,12月4週北本[逆],東北 -> 北海道,2023/10/24,2023/12/16,2023/12/22,325.0,0.01,44.0
23W51T34,12月4週ＦＣ(順),東京 -> 中部,2023/10/24,2023/12/16,2023/12/22,1050.0,-,-
23W51T43,12月4週ＦＣ[逆],中部 -> 東京,2023/10/24,2023/12/16,2023/12/22,712.0,0.22,712.0
23W51T86,12月4週阿南紀北[逆],四国 -> 関西,2023/10/24,2023/12/16,2023/12/22,69.7,0.10,69.7
23W51T87,12月4週本四[逆],四国 -> 中国,2023/10/24,2023/12/16,2023/12/22,870.0,0.01,870.0
23W51T97,12月4週関門[逆],九州 -> 中国,2023/10/24,2023/12/16,2023/12/22,3.3,1.02,3.3
23W52T21,12月5週北本[逆],東北 -> 北海道,2023/10/24,2023/12/23,2023/12/29,325.0,0.01,104.0
23W52T34,12月5週ＦＣ(順),東京 -> 中部,2023/10/24,2023/12/23,2023/12/29,1050.0,-,-
23W52T43,12月5週ＦＣ[逆],中部 -> 東京,2023/10/24,2023/12/23,2023/12/29,712.0,0.20,712.0
23W52T86,12月5週阿南紀北[逆],四国 -> 関西,2023/10/24,2023/12/23,2023/12/29,69.7,0.05,69.7
23W52T87,12月5週本四[逆],四国 -> 中国,2023/10/24,2023/12/23,2023/12/29,870.0,0.01,870.0
23W52T97,12月5週関門[逆],九州 -> 中国,2023/10/24,2023/12/23,2023/12/29,0.0,-,-
24W01T21,1月1週北本[逆],東北 -> 北海道,2023/11/22,2023/12/30,2024/01/05,325.0,0.01,192.8
24W01T34,1月1週ＦＣ(順),東京 -> 中部,2023/11/22,2023/12/30,2024/01/05,1050.0,-,-
24W01T43,1月1週ＦＣ[逆],中部 -> 東京,2023/11/22,2023/12/30,2024/01/05,712.0,0.20,712.0
24W01T86,1月1週阿南紀北[逆],四国 -> 関西,2023/11/22,2023/12/30,2024/01/05,69.7,0.05,69.7
24W01T87,1月1週本四[逆],四国 -> 中国,2023/11/22,2023/12/30,2024/01/05,870.0,0.01,870.0
24W01T97,1月1週関門[逆],九州 -> 中国,2023/11/22,2023/12/30,2024/01/05,0.0,-,-
24W02T21,1月2週北本[逆],東北 -> 北海道,2023/11/22,2024/01/06,2024/01/12,333.0,0.01,187.8
24W02T34,1月2週ＦＣ(順),東京 -> 中部,2023/11/22,2024/01/06,2024/01/12,1500.0,-,-
24W02T43,1月2週ＦＣ[逆],中部 -> 東京,2023/11/22,2024/01/06,2024/01/12,1162.0,0.10,1162.0
24W02T86,1月2週阿南紀北[逆],四国 -> 関西,2023/11/22,2024/01/06,2024/01/12,69.7,0.02,69.7
24W02T87,1月2週本四[逆],四国 -> 中国,2023/11/22,2024/01/06,2024/01/12,870.0,0.01,870.0
24W02T97,1月2週関門[逆],九州 -> 中国,2023/11/22,2024/01/06,2024/01/12,192.9,0.50,192.9
24W03T21,1月3週北本[逆],東北 -> 北海道,2023/11/22,2024/01/13,2024/01/19,333.0,0.01,192.8
24W03T34,1月3週ＦＣ(順),東京 -> 中部,2023/11/22,2024/01/13,2024/01/19,1500.0,-,-
24W03T43,1月3週ＦＣ[逆],中部 -> 東京,2023/11/22,2024/01/13,2024/01/19,1162.0,0.08,1162.0
24W03T86,1月3週阿南紀北[逆],四国 -> 関西,2023/11/22,2024/01/13,2024/01/19,69.7,0.02,69.7
24W03T87,1月3週本四[逆],四国 -> 中国,2023/11/22,2024/01/13,2024/01/19,870.0,0.01,870.0
24W03T97,1月3週関門[逆],九州 -> 中国,2023/11/22,2024/01/13,2024/01/19,192.9,0.50,192.9
24W04T21,1月4週北本[逆],東北 -> 北海道,2023/11/22,2024/01/20,2024/01/26,333.0,0.01,187.8
24W04T34,1月4週ＦＣ(順),東京 -> 中部,2023/11/22,2024/01/20,2024/01/26,1500.0,-,-
24W04T43,1月4週ＦＣ[逆],中部 -> 東京,2023/11/22,2024/01/20,2024/01/26,1162.0,0.10,1162.0
24W04T86,1月4週阿南紀北[逆],四国 -> 関西,2023/11/22,2024/01/20,2024/01/26,69.7,0.02,69.7
24W04T87,1月4週本四[逆],四国 -> 中国,2023/11/22,2024/01/20,2024/01/26,870.0,0.01,870.0
24W04T97,1月4週関門[逆],九州 -> 中国,2023/11/22,2024/01/20,2024/01/26,192.9,0.50,192.9
24W05T21,2月1週北本[逆],東北 -> 北海道,2023/12/22,2024/01/27,2024/02/02,333.0,0.01,110.0
24W05T34,2月1週ＦＣ(順),東京 -> 中部,2023/12/22,2024/01/27,2024/02/02,1500.0,-,-
24W05T43,2月1週ＦＣ[逆],中部 -> 東京,2023/12/22,2024/01/27,2024/02/02,1162.0,0.08,1162.0
24W05T86,2月1週阿南紀北[逆],四国 -> 関西,2023/12/22,2024/01/27,2024/02/02,69.7,0.05,69.7
24W05T87,2月1週本四[逆],四国 -> 中国,2023/12/22,2024/01/27,2024/02/02,870.0,0.01,870.0
24W05T97,2月1週関門[逆],九州 -> 中国,2023/12/22,2024/01/27,2024/02/02,29.9,0.55,29.9
24W06T21,2月2週北本[逆],東北 -> 北海道,2023/12/22,2024/02/03,2024/02/09,322.0,0.01,105.0
24W06T34,2月2週ＦＣ(順),東京 -> 中部,2023/12/22,2024/02/03,2024/02/09,1500.0,-,-
24W06T43,2月2週ＦＣ[逆],中部 -> 東京,2023/12/22,2024/02/03,2024/02/09,1162.0,0.08,1162.0
24W06T86,2月2週阿南紀北[逆],四国 -> 関西,2023/12/22,2024/02/03,2024/02/09,69.7,0.05,69.7
24W06T87,2月2週本四[逆],四国 -> 中国,2023/12/22,2024/02/03,2024/02/09,870.0,0.01,870.0
24W06T97,2月2週関門[逆],九州 -> 中国,2023/12/22,2024/02/03,2024/02/09,0.0,-,-
24W07T21,2月3週北本[逆],東北 -> 北海道,2023/12/22,2024/02/10,2024/02/16,322.0,0.01,105.0
24W07T34,2月3週ＦＣ(順),東京 -> 中部,2023/12/22,2024/02/10,2024/02/16,1500.0,-,-
24W07T43,2月3週ＦＣ[逆],中部 -> 東京,2023/12/22,2024/02/10,2024/02/16,1162.0,0.10,1162.0
24W07T86,2月3週阿南紀北[逆],四国 -> 関西,2023/12/22,2024/02/10,2024/02/16,69.7,0.05,69.7
24W07T87,2月3週本四[逆],四国 -> 中国,2023/12/22,2024/02/10,2024/02/16,870.0,0.01,870.0
24W07T97,2月3週関門[逆],九州 -> 中国,2023/12/22,2024/02/10,2024/02/16,0.0,-,-
24W08T21,2月4週北本[逆],東北 -> 北海道,2023/12/22,2024/02/17,2024/02/23,322.0,0.01,105.0
24W08T34,2月4週ＦＣ(順),東京 -> 中部,2023/12/22,2024/02/17,2024/02/23,1500.0,-,-
24W08T43,2月4週ＦＣ[逆],中部 -> 東京,2023/12/22,2024/02/17,2024/02/23,1102.0,0.10,1102.0
24W08T86,2月4週阿南紀北[逆],四国 -> 関西,2023/12/22,2024/02/17,2024/02/23,69.7,0.05,69.7
24W08T87,2月4週本四[逆],四国 -> 中国,2023/12/22,2024/02/17,2024/02/23,870.0,0.01,870.0
24W08T97,2月4週関門[逆],九州 -> 中国,2023/12/22,2024/02/17,2024/02/23,0.0,-,-
24W09T21,3月1週北本[逆],東北 -> 北海道,2024/01/24,2024/02/24,2024/03/01,313.0,0.01,76.0
24W09T34,3月1週ＦＣ(順),東京 -> 中部,2024/01/24,2024/02/24,2024/03/01,1200.0,-,-
