商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
20W10T97,3月1週関門[逆],九州 -> 中国,2020/01/22,2020/02/29,2020/03/06,0.0,-,-
20W11T21,3月2週北本[逆],東北 -> 北海道,2020/01/22,2020/03/07,2020/03/13,0.0,-,-
20W11T34,3月2週ＦＣ(順),東京 -> 中部,2020/01/22,2020/03/07,2020/03/13,300.0,-,-
20W11T43,3月2週ＦＣ[逆],中部 -> 東京,2020/01/22,2020/03/07,2020/03/13,0.0,-,-
20W11T86,3月2週阿南紀北[逆],四国 -> 関西,2020/01/22,2020/03/07,2020/03/13,69.7,-,-
20W11T87,3月2週本四[逆],四国 -> 中国,2020/01/22,2020/03/07,2020/03/13,842.6,0.01,5.1
20W11T97,3月2週関門[逆],九州 -> 中国,2020/01/22,2020/03/07,2020/03/13,0.0,-,-
20W12T21,3月3週北本[逆],東北 -> 北海道,2020/01/22,2020/03/14,2020/03/20,0.0,-,-
20W12T34,3月3週ＦＣ(順),東京 -> 中部,2020/01/22,2020/03/14,2020/03/20,300.0,-,-
20W12T43,3月3週ＦＣ[逆],中部 -> 東京,2020/01/22,2020/03/14,2020/03/20,0.0,-,-
20W12T86,3月3週阿南紀北[逆],四国 -> 関西,2020/01/22,2020/03/14,2020/03/20,69.7,-,-
20W12T87,3月3週本四[逆],四国 -> 中国,2020/01/22,2020/03/14,2020/03/20,842.6,0.01,5.1
20W12T97,3月3週関門[逆],九州 -> 中国,2020/01/22,2020/03/14,2020/03/20,0.0,-,-
20W13T21,3月4週北本[逆],東北 -> 北海道,2020/01/22,2020/03/21,2020/03/27,0.0,-,-
20W13T34,3月4週ＦＣ(順),東京 -> 中部,2020/01/22,2020/03/21,2020/03/27,0.0,-,-
20W13T43,3月4週ＦＣ[逆],中部 -> 東京,2020/01/22,2020/03/21,2020/03/27,0.0,-,-
20W13T86,3月4週阿南紀北[逆],四国 -> 関西,2020/01/22,2020/03/21,2020/03/27,69.7,-,-
20W13T87,3月4週本四[逆],四国 -> 中国,2020/01/22,2020/03/21,2020/03/27,842.6,0.01,5.1
20W13T97,3月4週関門[逆],九州 -> 中国,2020/01/22,2020/03/21,2020/03/27,0.0,-,-
20W14T21,4月1週北本[逆],東北 -> 北海道,2020/02/25,2020/03/28,2020/04/03,0.0,-,-
20W14T34,4月1週ＦＣ(順),東京 -> 中部,2020/02/25,2020/03/28,2020/04/03,600.0,-,-
20W14T43,4月1週ＦＣ[逆],中部 -> 東京,2020/02/25,2020/03/28,2020/04/03,212.0,0.94,212.0
20W14T86,4月1週阿南紀北[逆],四国 -> 関西,2020/02/25,2020/03/28,2020/04/03,69.7,-,-
20W14T87,4月1週本四[逆],四国 -> 中国,2020/02/25,2020/03/28,2020/04/03,842.6,0.01,4.8
20W14T97,4月1週関門[逆],九州 -> 中国,2020/02/25,2020/03/28,2020/04/03,0.0,-,-
20W15T21,4月2週北本[逆],東北 -> 北海道,2020/02/25,2020/04/04,2020/04/10,0.0,-,-
20W15T34,4月2週ＦＣ(順),東京 -> 中部,2020/02/25,2020/04/04,2020/04/10,300.0,-,-
20W15T43,4月2週ＦＣ[逆],中部 -> 東京,2020/02/25,2020/04/04,2020/04/10,0.0,-,-
20W15T86,4月2週阿南紀北[逆],四国 -> 関西,2020/02/25,2020/04/04,2020/04/10,78.0,-,-
20W15T87,4月2週本四[逆],四国 -> 中国,2020/02/25,2020/04/04,2020/04/10,862.6,0.01,4.8
20W15T97,4月2週関門[逆],九州 -> 中国,2020/02/25,2020/04/04,2020/04/10,183.4,0.02,183.4
20W16T21,4月3週北本[逆],東北 -> 北海道,2020/02/25,2020/04/11,2020/04/17,0.0,-,-
20W16T34,4月3週ＦＣ(順),東京 -> 中部,2020/02/25,2020/04/11,2020/04/17,300.0,-,-
20W16T43,4月3週ＦＣ[逆],中部 -> 東京,2020/02/25,2020/04/11,2020/04/17,0.0,-,-
20W16T86,4月3週阿南紀北[逆],四国 -> 関西,2020/02/25,2020/04/11,2020/04/17,78.0,-,-
20W16T87,4月3週本四[逆],四国 -> 中国,2020/02/25,2020/04/11,2020/04/17,862.6,0.01,4.8
20W16T97,4月3週関門[逆],九州 -> 中国,2020/02/25,2020/04/11,2020/04/17,0.0,-,-
20W17T21,4月4週北本[逆],東北 -> 北海道,2020/02/25,2020/04/18,2020/04/24,0.0,-,-
20W17T34,4月4週ＦＣ(順),東京 -> 中部,2020/02/25,2020/04/18,2020/04/24,600.0,-,-
20W17T43,4月4週ＦＣ[逆],中部 -> 東京,2020/02/25,2020/04/18,2020/04/24,212.0,1.12,212.0
20W17T86,4月4週阿南紀北[逆],四国 -> 関西,2020/02/25,2020/04/18,2020/04/24,39.0,-,-
20W17T87,4月4週本四[逆],四国 -> 中国,2020/02/25,2020/04/18,2020/04/24,994.6,0.01,4.8
20W17T97,4月4週関門[逆],九州 -> 中国,2020/02/25,2020/04/18,2020/04/24,183.4,0.03,183.4
20W18T21,5月1週北本[逆],東北 -> 北海道,2020/03/25,2020/04/25,2020/05/01,0.0,-,-
20W18T34,5月1週ＦＣ(順),東京 -> 中部,2020/03/25,2020/04/25,2020/05/01,600.0,-,-
20W18T43,5月1週ＦＣ[逆],中部 -> 東京,2020/03/25,2020/04/25,2020/05/01,0.0,-,-
20W18T86,5月1週阿南紀北[逆],四国 -> 関西,2020/03/25,2020/04/25,2020/05/01,739.0,-,-
20W18T87,5月1週本四[逆],四国 -> 中国,2020/03/25,2020/04/25,2020/05/01,994.6,-,-
20W18T97,5月1週関門[逆],九州 -> 中国,2020/03/25,2020/04/25,2020/05/01,93.4,0.20,93.4
20W19T21,5月2週北本[逆],東北 -> 北海道,2020/03/25,2020/05/02,2020/05/08,0.0,-,-
20W19T34,5月2週ＦＣ(順),東京 -> 中部,2020/03/25,2020/05/02,2020/05/08,600.0,-,-
20W19T43,5月2週ＦＣ[逆],中部 -> 東京,2020/03/25,2020/05/02,2020/05/08,212.0,1.15,212.0
20W19T86,5月2週阿南紀北[逆],四国 -> 関西,2020/03/25,2020/05/02,2020/05/08,739.0,-,-
20W19T87,5月2週本四[逆],四国 -> 中国,2020/03/25,2020/05/02,2020/05/08,994.6,-,-
20W19T97,5月2週関門[逆],九州 -> 中国,2020/03/25,2020/05/02,2020/05/08,0.0,-,-
20W20T21,5月3週北本[逆],東北 -> 北海道,2020/03/25,2020/05/09,2020/05/15,0.0,-,-
20W20T34,5月3週ＦＣ(順),東京 -> 中部,2020/03/25,2020/05/09,2020/05/15,600.0,-,-
20W20T43,5月3週ＦＣ[逆],中部 -> 東京,2020/03/25,2020/05/09,2020/05/15,212.0,1.15,212.0
20W20T86,5月3週阿南紀北[逆],四国 -> 関西,2020/03/25,2020/05/09,2020/05/15,739.0,-,-
20W20T87,5月3週本四[逆],四国 -> 中国,2020/03/25,2020/05/09,2020/05/15,994.6,0.01,4.9
20W20T97,5月3週関門[逆],九州 -> 中国,2020/03/25,2020/05/09,2020/05/15,0.0,-,-
20W21T21,5月4週北本[逆],東北 -> 北海道,2020/03/25,2020/05/16,2020/05/22,0.0,-,-
20W21T34,5月4週ＦＣ(順),東京 -> 中部,2020/03/25,2020/05/16,2020/05/22,600.0,-,-
20W21T43,5月4週ＦＣ[逆],中部 -> 東京,2020/03/25,2020/05/16,2020/05/22,212.0,0.98,212.0
20W21T86,5月4週阿南紀北[逆],四国 -> 関西,2020/03/25,2020/05/16,2020/05/22,39.0,-,-
20W21T87,5月4週本四[逆],四国 -> 中国,2020/03/25,2020/05/16,2020/05/22,994.6,-,-
20W21T97,5月4週関門[逆],九州 -> 中国,2020/03/25,2020/05/16,2020/05/22,0.0,-,-
20W22T21,5月5週北本[逆],東北 -> 北海道,2020/03/25,2020/05/23,2020/05/29,0.0,-,-
20W22T34,5月5週ＦＣ(順),東京 -> 中部,2020/03/25,2020/05/23,2020/05/29,0.0,-,-
20W22T43,5月5週ＦＣ[逆],中部 -> 東京,2020/03/25,2020/05/23,2020/05/29,0.0,-,-
20W22T86,5月5週阿南紀北[逆],四国 -> 関西,2020/03/25,2020/05/23,2020/05/29,739.0,-,-
20W22T87,5月5週本四[逆],四国 -> 中国,2020/03/25,2020/05/23,2020/05/29,994.6,-,-
20W22T97,5月5週関門[逆],九州 -> 中国,2020/03/25,2020/05/23,2020/05/29,0.0,-,-
