年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2017/04/02,29,6.70,8.33,4.93,4.93,6.63,192100,72
2017/04/02,30,6.70,8.33,4.98,5.41,6.28,289450,72
2017/04/02,31,6.70,10.42,4.84,4.84,6.87,243650,75
2017/04/02,32,6.93,10.45,5.13,5.13,6.85,246400,76
2017/04/02,33,7.98,10.39,5.09,7.08,6.83,265900,81
2017/04/02,34,9.24,10.76,5.71,7.72,7.64,223600,95
2017/04/02,35,10.15,12.29,6.64,11.79,8.95,303950,133
2017/04/02,36,13.89,14.14,6.53,13.66,9.19,174400,90
2017/04/02,37,13.89,14.51,7.24,10.01,11.05,209350,104
2017/04/02,38,13.82,14.44,7.45,10.01,11.81,162300,103
2017/04/02,39,13.82,14.00,7.46,11.39,11.80,153250,91
2017/04/02,40,13.82,14.00,7.37,13.31,12.01,149700,86
2017/04/02,41,12.50,14.14,7.35,13.48,12.15,133400,94
2017/04/02,42,11.73,13.82,7.08,11.77,11.56,129050,127
2017/04/02,43,11.30,13.88,9.55,13.48,11.45,134950,149
2017/04/02,44,10.78,12.50,9.22,9.46,10.15,167150,61
2017/04/02,45,7.80,13.48,7.08,9.53,9.45,315500,91
2017/04/02,46,8.40,10.81,7.08,9.20,8.98,242250,68
2017/04/02,47,8.00,10.41,7.59,9.89,9.04,300150,80
2017/04/02,48,7.10,12.78,7.08,9.93,9.54,299250,73
2017/04/03,1,8.50,9.69,6.30,8.69,7.63,258950,113
2017/04/03,2,9.41,10.21,6.30,8.41,7.61,260500,98
2017/04/03,3,8.00,9.51,6.30,8.37,7.73,208000,78
2017/04/03,4,8.00,10.05,6.48,8.29,7.84,207700,58
2017/04/03,5,8.00,9.72,6.94,6.98,8.34,188850,74
2017/04/03,6,8.00,10.29,6.94,9.17,8.55,190900,64
2017/04/03,7,8.00,10.38,6.94,9.17,8.69,190400,71
2017/04/03,8,8.00,10.40,6.94,7.01,8.57,190450,77
2017/04/03,9,8.00,10.00,6.94,9.66,8.40,182900,81
2017/04/03,10,8.20,9.73,6.94,9.73,8.47,128700,71
2017/04/03,11,8.40,12.55,6.94,9.93,8.47,76950,53
2017/04/03,12,9.00,12.55,7.20,9.79,9.77,80000,52
2017/04/03,13,9.00,12.55,8.63,9.29,9.96,81050,35
2017/04/03,14,10.50,13.41,9.85,11.25,11.93,15200,31
2017/04/03,15,10.50,10.77,8.18,9.82,9.60,101200,73
2017/04/03,16,13.00,14.64,12.00,12.69,12.62,16450,20
2017/04/03,17,12.63,14.64,8.75,8.75,10.08,100700,76
2017/04/03,18,12.84,15.83,10.12,13.17,11.77,119250,90
2017/04/03,19,13.00,16.00,9.93,14.00,11.26,163150,116
2017/04/03,20,12.63,14.00,8.73,11.23,10.24,177050,101
2017/04/03,21,10.41,16.00,9.21,11.53,9.85,188450,94
2017/04/03,22,11.12,13.15,8.93,11.35,9.86,174250,89
2017/04/03,23,10.80,13.00,8.45,11.35,9.54,219600,114
2017/04/03,24,10.85,13.00,8.11,11.35,9.43,114100,88
2017/04/03,25,8.81,16.00,6.29,11.35,8.63,272000,94
2017/04/03,26,8.81,11.35,7.08,11.35,8.62,268200,73
2017/04/03,27,11.63,15.22,9.19,10.78,10.64,167700,100
2017/04/03,28,11.63,16.00,9.12,10.07,10.49,203250,111
2017/04/03,29,13.10,14.10,9.08,9.80,10.30,200950,106
2017/04/03,30,13.21,14.21,6.79,13.04,10.95,265050,106
2017/04/03,31,13.10,14.10,8.64,10.50,10.46,318350,128
2017/04/03,32,13.21,14.21,9.03,11.87,11.15,349400,125
2017/04/03,33,15.57,15.57,9.83,12.96,12.49,329950,101
2017/04/03,34,15.58,15.89,5.74,15.89,12.17,245800,94
2017/04/03,35,14.57,16.00,10.00,13.43,12.06,297600,241
2017/04/03,36,15.98,16.45,9.86,16.45,13.06,307250,118
2017/04/03,37,16.41,16.73,11.44,16.73,13.97,400700,140
2017/04/03,38,16.41,16.73,8.94,10.29,14.22,415600,163
2017/04/03,39,16.00,16.00,8.94,10.29,14.00,355750,126
2017/04/03,40,15.57,16.31,9.63,10.29,13.87,361800,100
2017/04/03,41,15.57,15.57,10.29,11.91,12.80,321500,87
2017/04/03,42,14.02,14.30,10.29,11.75,11.73,263850,81
2017/04/03,43,12.62,13.62,8.91,11.91,11.53,106600,79
2017/04/03,44,11.33,12.33,8.00,11.00,9.76,114850,96
2017/04/03,45,12.02,15.57,11.01,12.54,11.83,64550,51
2017/04/03,46,11.08,15.57,9.40,10.72,10.47,228200,110
2017/04/03,47,10.51,14.15,10.00,10.67,11.06,60500,63
2017/04/03,48,8.91,11.68,7.08,9.93,9.32,202850,100
2017/04/04,1,9.80,11.47,7.08,9.63,9.14,148650,100
2017/04/04,2,9.70,11.00,7.08,10.00,9.11,161200,106
2017/04/04,3,10.00,10.00,7.08,9.93,9.13,143400,79
2017/04/04,4,9.30,10.05,8.46,9.05,9.11,116250,64
2017/04/04,5,9.80,10.02,8.20,9.93,9.71,104950,52
2017/04/04,6,9.50,10.45,8.44,9.84,9.51,140350,68
2017/04/04,7,9.10,10.21,8.92,9.21,9.25,145600,62
2017/04/04,8,9.10,10.47,8.68,9.16,9.20,145800,69
2017/04/04,9,9.50,11.33,8.67,10.10,9.67,112550,65
2017/04/04,10,9.80,11.00,8.74,10.17,9.94,71150,44
2017/04/04,11,9.80,11.00,9.12,9.93,10.00,97750,58
2017/04/04,12,10.10,11.34,9.23,9.23,10.30,90350,54
2017/04/04,13,10.61,11.61,9.12,9.85,9.99,47500,34
2017/04/04,14,11.81,11.81,9.71,10.71,10.17,54750,51
2017/04/04,15,10.16,10.16,8.49,9.32,9.21,194150,88
2017/04/04,16,10.64,11.64,7.36,9.93,9.01,230400,105
2017/04/04,17,9.10,11.00,6.00,9.93,8.00,272800,171
2017/04/04,18,10.90,11.12,7.77,9.93,8.99,136250,127
2017/04/04,19,10.40,11.35,7.77,11.35,8.85,246800,135
2017/04/04,20,10.22,10.88,7.44,10.88,8.87,327750,178
2017/04/04,21,8.93,10.40,7.40,10.40,8.62,349100,172
2017/04/04,22,8.93,10.20,6.33,9.88,8.32,401300,153
2017/04/04,23,9.52,11.35,6.00,8.45,8.16,367150,135
2017/04/04,24,9.76,11.35,5.74,5.74,8.44,350900,164
2017/04/04,25,8.33,8.33,5.26,6.62,6.93,390650,187
2017/04/04,26,8.27,8.80,5.43,5.74,6.96,378450,156
2017/04/04,27,8.62,10.82,6.00,9.88,7.59,312900,131
2017/04/04,28,8.61,10.26,6.00,9.88,7.12,443850,162
2017/04/04,29,9.90,10.52,6.00,9.67,7.77,444650,150
2017/04/04,30,10.30,10.30,6.00,7.48,7.63,419000,167
2017/04/04,31,10.60,11.00,6.00,9.45,7.94,364400,170
2017/04/04,32,11.51,11.51,6.56,9.88,8.46,370450,176
2017/04/04,33,12.60,13.20,7.77,9.84,10.27,405900,144
2017/04/04,34,13.42,13.42,7.77,9.87,10.73,322700,148
2017/04/04,35,13.53,13.53,7.08,13.00,11.32,208150,114
2017/04/04,36,14.02,14.65,12.43,13.22,13.23,118100,85
2017/04/04,37,14.10,15.06,10.77,14.64,13.22,196450,100
2017/04/04,38,14.06,15.06,10.22,13.22,13.09,197450,98
2017/04/04,39,14.02,14.90,12.52,13.55,12.98,110550,80
2017/04/04,40,13.09,14.64,11.59,13.89,12.33,121650,144
2017/04/04,41,12.53,12.53,8.81,11.69,10.27,80450,85
2017/04/04,42,11.53,11.69,9.19,11.11,10.09,69850,87
2017/04/04,43,10.64,11.21,7.94,10.00,9.26,117550,86
2017/04/04,44,10.95,11.01,7.68,10.00,9.45,145800,88
2017/04/04,45,13.81,14.81,9.27,9.70,10.54,164600,88
2017/04/04,46,12.00,13.00,7.08,9.93,9.63,200850,116
2017/04/04,47,10.63,10.93,8.02,9.93,9.86,150650,164
2017/04/04,48,10.51,10.51,7.08,9.63,9.31,180850,121
2017/04/05,1,9.00,10.85,7.16,9.01,8.86,185700,70
2017/04/05,2,8.20,10.00,7.08,8.14,8.51,204100,61
2017/04/05,3,8.96,10.00,7.39,7.53,8.60,204200,65
2017/04/05,4,7.60,10.00,7.40,7.53,8.30,176500,73
2017/04/05,5,8.40,10.00,8.00,8.31,8.77,129850,65
2017/04/05,6,8.50,10.00,8.20,8.42,8.76,104800,68
2017/04/05,7,8.60,10.00,8.44,8.57,8.73,94950,61
2017/04/05,8,8.60,10.00,8.44,8.58,8.67,94000,56
2017/04/05,9,8.60,10.00,8.23,8.23,8.86,98550,59
2017/04/05,10,8.60,10.00,8.27,8.27,8.89,98100,68
2017/04/05,11,8.70,10.00,8.39,8.39,8.96,99050,65
2017/04/05,12,9.04,10.82,9.04,9.53,9.19,118850,66
2017/04/05,13,9.37,10.37,8.62,9.51,8.91,29550,51
2017/04/05,14,10.48,11.66,6.83,9.40,9.78,30500,47
2017/04/05,15,9.66,12.11,8.26,10.00,9.14,33800,51
2017/04/05,16,10.49,12.00,8.14,9.93,9.47,59550,59
2017/04/05,17,10.99,11.00,6.83,11.00,8.96,61850,63
2017/04/05,18,11.63,12.63,6.83,12.63,9.90,94900,77
2017/04/05,19,12.22,12.46,6.83,12.46,9.65,94500,67
2017/04/05,20,11.19,13.92,7.11,13.92,9.50,143900,86
2017/04/05,21,10.20,11.18,6.83,11.18,9.14,94950,68
2017/04/05,22,11.00,11.17,8.25,10.97,9.21,78750,70
2017/04/05,23,11.22,11.22,8.43,9.74,9.36,80950,72
2017/04/05,24,11.09,11.09,8.32,9.73,9.16,77350,77
2017/04/05,25,9.27,10.14,6.72,6.90,8.33,144000,93
2017/04/05,26,9.18,9.18,7.16,7.16,8.28,71600,91
2017/04/05,27,10.50,11.19,7.95,7.95,9.39,102150,82
2017/04/05,28,10.40,11.30,5.74,6.44,9.48,59550,69
2017/04/05,29,10.40,11.50,6.79,8.64,9.61,224450,102
2017/04/05,30,10.10,14.91,6.79,10.03,10.22,215200,121
2017/04/05,31,10.40,12.63,6.79,11.97,9.80,265700,259
2017/04/05,32,10.97,14.91,7.11,10.03,10.35,198000,109
2017/04/05,33,11.40,15.00,6.79,13.00,11.09,194050,151
2017/04/05,34,14.02,15.00,5.74,7.08,11.41,248250,122
2017/04/05,35,13.30,13.62,7.08,10.03,10.74,181150,118
2017/04/05,36,14.00,14.00,7.08,10.91,11.49,189700,111
2017/04/05,37,14.39,14.39,12.00,14.04,12.85,185100,92
2017/04/05,38,13.02,14.20,12.00,14.20,12.62,169400,118
2017/04/05,39,14.02,14.34,10.38,12.10,11.86,210450,123
2017/04/05,40,13.77,14.09,9.00,9.00,11.99,60700,88
2017/04/05,41,13.30,13.50,9.01,11.08,11.59,72050,108
2017/04/05,42,12.97,12.97,8.71,11.12,10.81,56950,70
2017/04/05,43,10.50,12.19,8.62,11.37,10.67,37600,68
2017/04/05,44,10.10,11.00,7.77,11.00,9.26,54750,69
2017/04/05,45,10.70,11.68,7.08,10.70,9.92,91700,71
2017/04/05,46,10.30,11.43,8.14,10.28,9.16,166950,103
2017/04/05,47,9.97,10.97,6.46,6.46,9.03,196800,106
2017/04/05,48,8.64,10.00,8.03,9.87,8.56,26000,63
2017/04/06,1,8.00,8.65,7.08,7.64,7.53,82800,58
2017/04/06,2,7.42,9.21,7.00,9.01,8.12,207450,71
2017/04/06,3,8.00,9.15,7.02,9.15,8.03,189750,64
2017/04/06,4,7.42,8.99,7.03,7.70,7.94,138250,58
2017/04/06,5,7.70,9.86,7.03,9.12,8.15,138700,62
2017/04/06,6,8.10,9.79,8.00,9.79,8.49,112300,54
2017/04/06,7,8.40,9.81,8.17,9.81,8.69,113300,53
2017/04/06,8,8.50,9.47,7.08,8.87,8.67,88400,43
2017/04/06,9,8.39,9.50,8.18,9.14,8.78,88300,40
2017/04/06,10,8.35,9.54,8.31,9.54,8.80,113850,47
2017/04/06,11,8.25,9.54,8.13,9.54,8.63,116400,56
2017/04/06,12,8.40,10.01,8.31,9.30,8.96,140400,45
2017/04/06,13,9.89,11.37,8.60,11.37,9.10,141350,68
2017/04/06,14,11.35,12.35,8.57,10.67,9.28,160250,75
2017/04/06,15,10.00,10.75,7.08,10.75,9.03,108550,82
2017/04/06,16,11.40,12.84,9.10,11.03,9.85,215300,103
2017/04/06,17,10.51,12.06,6.83,12.06,9.56,59200,71
2017/04/06,18,12.04,13.66,8.65,13.66,11.43,127400,77
2017/04/06,19,11.63,14.42,6.83,14.42,10.61,114550,62
2017/04/06,20,11.97,14.33,7.11,13.62,11.46,146200,76
2017/04/06,21,11.26,13.66,6.63,11.00,10.47,206200,95
2017/04/06,22,11.26,13.38,6.63,11.00,10.20,363250,117
2017/04/06,23,10.68,12.63,5.00,11.00,9.97,228250,88
2017/04/06,24,10.68,13.62,10.15,11.00,11.25,105550,61
2017/04/06,25,10.00,11.04,6.88,6.88,8.91,154950,80
2017/04/06,26,10.00,11.61,6.96,11.61,8.57,134250,86
2017/04/06,27,11.46,13.03,7.11,12.40,10.18,180650,98
2017/04/06,28,11.46,13.03,9.29,11.45,10.48,355400,122
2017/04/06,29,11.63,14.00,5.74,9.40,10.32,353350,121
2017/04/06,30,11.68,14.00,5.74,12.30,10.17,360950,121
2017/04/06,31,12.30,13.30,9.07,13.22,11.43,231500,102
2017/04/06,32,12.30,14.86,6.29,13.92,11.96,113450,79
2017/04/06,33,13.02,14.86,11.25,13.58,12.38,109850,78
2017/04/06,34,13.02,14.86,11.26,13.91,12.35,183650,102
2017/04/06,35,13.02,14.20,11.04,14.20,12.43,146650,96
2017/04/06,36,13.39,14.91,12.42,14.09,13.05,119250,111
2017/04/06,37,13.32,14.84,11.82,13.48,12.84,207550,109
2017/04/06,38,13.32,14.84,11.82,13.00,12.82,190100,98
2017/04/06,39,13.02,14.20,11.64,12.82,12.66,188050,90
2017/04/06,40,13.00,14.00,11.15,13.10,12.31,105800,97
2017/04/06,41,11.97,12.97,8.70,11.42,11.05,87850,83
2017/04/06,42,11.93,13.25,11.00,13.12,11.98,18050,47
2017/04/06,43,11.33,12.30,8.20,11.15,9.54,91550,84
2017/04/06,44,11.13,12.00,8.30,9.82,9.38,237150,110
2017/04/06,45,12.46,13.46,8.15,10.86,9.20,230500,90
2017/04/06,46,12.04,13.04,7.08,10.66,8.86,341700,119
2017/04/06,47,12.04,13.04,7.08,10.82,8.63,218900,103
2017/04/06,48,11.35,12.00,7.08,9.30,8.37,146450,104
2017/04/07,1,8.00,15.00,6.88,15.00,8.89,197700,56
2017/04/07,2,7.88,15.00,7.08,15.00,8.68,204600,53
2017/04/07,3,7.88,9.33,7.08,8.00,8.00,207700,58
2017/04/07,4,7.30,9.00,6.62,7.52,7.67,228250,85
2017/04/07,5,7.30,10.00,6.83,7.52,8.03,229050,81
2017/04/07,6,7.30,10.00,7.04,7.52,8.19,226750,73
2017/04/07,7,7.50,10.00,7.08,7.52,7.91,228050,91
2017/04/07,8,7.90,10.00,7.08,9.05,7.95,229500,95
2017/04/07,9,7.50,10.00,7.08,8.77,7.96,231600,98
2017/04/07,10,7.50,10.00,7.00,7.00,8.07,184700,89
2017/04/07,11,7.50,10.59,7.08,9.40,8.90,158800,60
2017/04/07,12,7.70,10.07,7.08,9.40,8.62,181800,54
2017/04/07,13,9.01,10.01,7.08,9.36,8.74,188550,62
2017/04/07,14,10.16,13.48,7.18,13.48,8.75,201150,66
2017/04/07,15,7.90,12.00,7.08,9.40,8.67,252800,88
2017/04/07,16,9.00,13.00,8.01,9.40,9.60,155400,77
2017/04/07,17,11.73,14.00,8.65,13.11,11.90,126800,76
2017/04/07,18,12.10,15.00,8.65,13.60,12.25,182100,80
2017/04/07,19,12.90,14.97,12.51,14.97,13.44,129600,67
2017/04/07,20,12.90,16.00,8.85,15.50,12.80,269950,97
2017/04/07,21,13.40,14.14,12.45,13.94,13.28,303900,85
2017/04/07,22,13.60,17.32,12.00,17.32,13.32,422050,143
2017/04/07,23,15.30,21.47,6.29,18.50,15.31,251450,195
2017/04/07,24,15.30,18.50,14.00,16.82,15.39,234200,98
2017/04/07,25,11.20,11.26,6.01,6.09,8.61,177950,102
2017/04/07,26,10.88,11.82,6.09,11.82,9.30,204400,273
2017/04/07,27,12.10,13.72,6.37,13.44,10.71,235200,104
2017/04/07,28,12.19,14.61,6.37,14.61,10.93,259800,111
2017/04/07,29,13.00,14.00,8.02,14.00,11.77,198500,91
2017/04/07,30,11.80,13.42,7.11,11.37,11.02,137750,89
2017/04/07,31,12.20,12.98,8.02,12.16,10.62,126350,87
2017/04/07,32,13.00,14.00,7.65,12.52,11.01,122000,93
2017/04/07,33,15.30,21.47,13.50,15.04,15.19,121800,75
2017/04/07,34,12.83,14.03,11.39,14.03,12.27,79100,76
2017/04/07,35,13.26,14.00,11.62,13.52,12.39,143650,99
2017/04/07,36,13.50,14.50,12.02,12.26,12.88,174700,104
2017/04/07,37,13.52,15.56,11.00,11.62,12.60,98700,101
2017/04/07,38,13.52,14.85,11.00,13.95,12.43,97200,103
2017/04/07,39,12.33,14.00,11.08,11.65,11.80,56050,82
2017/04/07,40,12.05,12.70,11.00,12.28,11.74,121400,79
2017/04/07,41,11.61,12.61,10.00,12.06,11.32,58450,68
2017/04/07,42,11.49,12.19,9.85,12.06,11.16,53450,177
2017/04/07,43,10.85,12.29,8.58,11.71,10.25,77600,86
2017/04/07,44,10.38,11.00,8.02,9.03,9.08,171950,87
2017/04/07,45,10.59,13.04,7.19,11.74,9.44,167850,83
2017/04/07,46,10.30,12.35,7.26,11.71,9.20,197650,82
2017/04/07,47,9.72,11.68,4.74,9.03,8.66,209150,94
2017/04/07,48,8.94,11.64,7.08,7.91,8.07,179000,85
2017/04/08,1,8.00,11.22,6.74,8.88,8.02,100250,61
2017/04/08,2,8.30,11.16,6.74,8.53,8.09,112450,54
2017/04/08,3,10.48,10.98,7.08,8.23,8.11,107700,46
2017/04/08,4,8.00,9.60,6.74,8.22,8.14,164950,64
2017/04/08,5,8.90,9.64,7.38,8.64,8.49,205950,63
2017/04/08,6,8.50,9.60,7.33,8.22,8.34,250150,86
2017/04/08,7,8.75,9.64,7.50,8.25,8.35,221900,76
2017/04/08,8,8.82,9.67,7.50,8.25,8.37,220550,77
2017/04/08,9,8.78,9.67,7.50,8.25,8.35,220550,75
2017/04/08,10,8.95,9.82,6.61,8.25,8.44,218500,83
2017/04/08,11,7.82,8.90,7.08,8.90,8.03,250150,69
2017/04/08,12,9.60,10.10,6.15,8.87,8.21,254350,73
2017/04/08,13,7.30,10.01,6.28,8.43,7.67,249050,61
2017/04/08,14,11.00,11.00,6.17,6.97,7.15,239300,59
2017/04/08,15,11.20,11.20,6.41,8.88,7.47,215250,68
2017/04/08,16,11.20,11.20,6.77,8.88,7.75,139800,63
2017/04/08,17,10.05,11.00,6.58,9.25,7.61,147000,73
2017/04/08,18,10.84,11.00,4.84,6.89,8.38,105050,70
2017/04/08,19,9.58,11.01,7.02,7.83,8.81,112350,69
2017/04/08,20,9.16,11.51,4.00,11.47,8.89,131400,74
2017/04/08,21,10.90,11.90,6.79,10.90,9.44,123950,73
2017/04/08,22,10.65,11.65,5.74,5.74,9.25,126850,65
2017/04/08,23,10.05,11.22,4.84,9.17,8.79,127200,86
2017/04/08,24,10.05,11.22,7.69,9.17,8.97,132550,120
2017/04/08,25,8.80,11.61,4.57,11.61,8.35,153200,81
2017/04/08,26,7.85,10.90,4.57,9.26,8.15,150100,75
2017/04/08,27,10.22,11.22,5.98,10.02,8.52,127100,86
2017/04/08,28,10.22,11.22,6.01,10.02,8.54,133350,85
2017/04/08,29,10.22,11.22,6.29,10.02,8.40,131500,88
2017/04/08,30,10.22,11.22,6.56,10.22,8.59,122700,77
2017/04/08,31,9.76,11.00,6.56,9.76,8.65,126850,79
2017/04/08,32,9.75,11.00,6.56,9.64,8.19,114650,79
2017/04/08,33,10.64,11.96,6.79,11.96,8.91,222400,98
2017/04/08,34,11.09,11.97,6.79,7.12,8.97,228900,108
2017/04/08,35,12.10,12.98,6.79,9.95,9.26,241000,102
2017/04/08,36,12.10,12.98,6.79,9.48,9.61,202700,99
2017/04/08,37,12.39,13.27,6.09,6.09,10.08,267850,109
2017/04/08,38,12.98,13.31,6.79,12.29,9.76,306200,123
2017/04/08,39,12.61,12.78,6.01,6.09,9.28,335250,116
2017/04/08,40,12.61,12.61,6.08,9.63,9.35,325950,125
2017/04/08,41,11.38,12.38,5.97,5.97,9.21,294850,124
2017/04/08,42,11.17,11.64,6.03,6.03,8.93,293400,128
2017/04/08,43,10.24,11.32,5.97,5.97,8.45,210000,96
2017/04/08,44,10.00,11.30,5.25,6.09,7.93,173600,85
2017/04/08,45,9.50,10.87,5.25,5.25,6.66,248250,93
2017/04/08,46,10.61,11.61,5.25,5.25,6.72,211950,92
2017/04/08,47,8.00,11.49,5.25,5.25,6.62,247800,94
2017/04/08,48,6.30,11.23,5.98,6.00,7.32,135350,73
2017/04/09,1,7.40,9.47,6.62,8.00,8.20,35800,41
2017/04/09,2,7.40,9.09,6.62,7.52,7.64,36150,41
2017/04/09,3,7.30,9.24,6.60,7.52,7.53,41350,41
2017/04/09,4,7.30,9.24,6.60,7.52,7.53,41750,42
2017/04/09,5,7.40,9.51,6.62,7.52,7.57,40650,43
2017/04/09,6,7.40,9.51,6.62,7.52,7.55,41250,45
2017/04/09,7,7.60,9.51,4.00,7.52,7.47,44550,50
2017/04/09,8,7.60,9.51,6.79,7.38,7.54,53250,50
2017/04/09,9,7.60,9.51,4.00,6.84,7.29,62200,48
2017/04/09,10,7.60,9.51,4.00,7.55,7.43,66750,50
2017/04/09,11,7.40,9.51,4.00,6.44,7.38,44900,51
2017/04/09,12,7.40,9.51,4.00,6.62,7.44,41800,51
2017/04/09,13,7.30,9.61,4.00,6.77,7.45,42450,55
2017/04/09,14,6.70,9.27,4.00,6.46,7.81,71150,58
2017/04/09,15,6.60,9.88,6.20,6.41,8.04,32750,39
2017/04/09,16,6.10,10.01,5.74,7.24,8.04,29350,40
2017/04/09,17,5.60,9.80,5.24,8.01,7.70,30650,36
2017/04/09,18,5.90,10.53,4.00,7.76,7.90,33000,38
2017/04/09,19,6.10,11.22,4.00,8.08,8.47,34800,41
2017/04/09,20,6.10,11.51,4.00,6.98,7.44,23050,31
2017/04/09,21,6.10,11.41,4.00,9.94,8.58,38700,39
2017/04/09,22,6.10,11.65,5.48,9.86,7.21,27600,32
2017/04/09,23,6.10,11.40,4.00,9.86,8.59,38950,37
