商品名,説明,方向,約定日,対象期間(自),対象期間(至),売り入札量(MW),約定価格(円/kWh),約定量(MW)
21W11T86,3月2週阿南紀北[逆],四国 -> 関西,2021/01/22,2021/03/06,2021/03/12,69.7,-,-
21W11T87,3月2週本四[逆],四国 -> 中国,2021/01/22,2021/03/06,2021/03/12,862.6,-,-
21W11T97,3月2週関門[逆],九州 -> 中国,2021/01/22,2021/03/06,2021/03/12,0.0,-,-
21W12T21,3月3週北本[逆],東北 -> 北海道,2021/01/22,2021/03/13,2021/03/19,274.0,0.01,214.0
21W12T34,3月3週ＦＣ(順),東京 -> 中部,2021/01/22,2021/03/13,2021/03/19,0.0,-,-
21W12T43,3月3週ＦＣ[逆],中部 -> 東京,2021/01/22,2021/03/13,2021/03/19,0.0,-,-
21W12T86,3月3週阿南紀北[逆],四国 -> 関西,2021/01/22,2021/03/13,2021/03/19,69.7,-,-
21W12T87,3月3週本四[逆],四国 -> 中国,2021/01/22,2021/03/13,2021/03/19,862.6,-,-
21W12T97,3月3週関門[逆],九州 -> 中国,2021/01/22,2021/03/13,2021/03/19,0.0,-,-
21W13T21,3月4週北本[逆],東北 -> 北海道,2021/01/22,2021/03/20,2021/03/26,274.0,0.01,214.0
21W13T34,3月4週ＦＣ(順),東京 -> 中部,2021/01/22,2021/03/20,2021/03/26,0.0,-,-
21W13T43,3月4週ＦＣ[逆],中部 -> 東京,2021/01/22,2021/03/20,2021/03/26,0.0,-,-
21W13T86,3月4週阿南紀北[逆],四国 -> 関西,2021/01/22,2021/03/20,2021/03/26,69.7,-,-
21W13T87,3月4週本四[逆],四国 -> 中国,2021/01/22,2021/03/20,2021/03/26,862.6,-,-
21W13T97,3月4週関門[逆],九州 -> 中国,2021/01/22,2021/03/20,2021/03/26,0.0,-,-
21W14T21,4月1週北本[逆],東北 -> 北海道,2021/02/25,2021/03/27,2021/04/02,274.0,0.01,229.1
21W14T34,4月1週ＦＣ(順),東京 -> 中部,2021/02/25,2021/03/27,2021/04/02,0.0,-,-
21W14T43,4月1週ＦＣ[逆],中部 -> 東京,2021/02/25,2021/03/27,2021/04/02,0.0,-,-
21W14T86,4月1週阿南紀北[逆],四国 -> 関西,2021/02/25,2021/03/27,2021/04/02,69.7,-,-
21W14T87,4月1週本四[逆],四国 -> 中国,2021/02/25,2021/03/27,2021/04/02,862.6,-,-
21W14T97,4月1週関門[逆],九州 -> 中国,2021/02/25,2021/03/27,2021/04/02,0.0,-,-
21W15T21,4月2週北本[逆],東北 -> 北海道,2021/02/25,2021/04/03,2021/04/09,281.0,0.01,147.1
21W15T34,4月2週ＦＣ(順),東京 -> 中部,2021/02/25,2021/04/03,2021/04/09,1200.0,-,-
21W15T43,4月2週ＦＣ[逆],中部 -> 東京,2021/02/25,2021/04/03,2021/04/09,812.0,0.01,307.6
21W15T86,4月2週阿南紀北[逆],四国 -> 関西,2021/02/25,2021/04/03,2021/04/09,0.0,-,-
21W15T87,4月2週本四[逆],四国 -> 中国,2021/02/25,2021/04/03,2021/04/09,1000.0,-,-
21W15T97,4月2週関門[逆],九州 -> 中国,2021/02/25,2021/04/03,2021/04/09,0.0,-,-
21W16T21,4月3週北本[逆],東北 -> 北海道,2021/02/25,2021/04/10,2021/04/16,281.0,0.01,147.1
21W16T34,4月3週ＦＣ(順),東京 -> 中部,2021/02/25,2021/04/10,2021/04/16,1500.0,-,-
21W16T43,4月3週ＦＣ[逆],中部 -> 東京,2021/02/25,2021/04/10,2021/04/16,1112.0,0.01,347.6
21W16T86,4月3週阿南紀北[逆],四国 -> 関西,2021/02/25,2021/04/10,2021/04/16,0.0,-,-
21W16T87,4月3週本四[逆],四国 -> 中国,2021/02/25,2021/04/10,2021/04/16,1000.0,-,-
21W16T97,4月3週関門[逆],九州 -> 中国,2021/02/25,2021/04/10,2021/04/16,0.0,-,-
21W17T21,4月4週北本[逆],東北 -> 北海道,2021/02/25,2021/04/17,2021/04/23,281.0,0.01,147.1
21W17T34,4月4週ＦＣ(順),東京 -> 中部,2021/02/25,2021/04/17,2021/04/23,1500.0,-,-
21W17T43,4月4週ＦＣ[逆],中部 -> 東京,2021/02/25,2021/04/17,2021/04/23,512.0,0.01,347.6
21W17T86,4月4週阿南紀北[逆],四国 -> 関西,2021/02/25,2021/04/17,2021/04/23,69.7,-,-
21W17T87,4月4週本四[逆],四国 -> 中国,2021/02/25,2021/04/17,2021/04/23,1000.0,-,-
21W17T97,4月4週関門[逆],九州 -> 中国,2021/02/25,2021/04/17,2021/04/23,0.0,-,-
21W18T21,4月5週北本[逆],東北 -> 北海道,2021/02/25,2021/04/24,2021/04/30,281.0,0.01,147.1
21W18T34,4月5週ＦＣ(順),東京 -> 中部,2021/02/25,2021/04/24,2021/04/30,1500.0,-,-
21W18T43,4月5週ＦＣ[逆],中部 -> 東京,2021/02/25,2021/04/24,2021/04/30,512.0,0.01,342.6
21W18T86,4月5週阿南紀北[逆],四国 -> 関西,2021/02/25,2021/04/24,2021/04/30,69.7,-,-
21W18T87,4月5週本四[逆],四国 -> 中国,2021/02/25,2021/04/24,2021/04/30,1000.0,-,-
21W18T97,4月5週関門[逆],九州 -> 中国,2021/02/25,2021/04/24,2021/04/30,0.0,-,-
21W19T21,5月1週北本[逆],東北 -> 北海道,2021/03/24,2021/05/01,2021/05/07,271.0,0.01,111.1
21W19T34,5月1週ＦＣ(順),東京 -> 中部,2021/03/24,2021/05/01,2021/05/07,1500.0,-,-
21W19T43,5月1週ＦＣ[逆],中部 -> 東京,2021/03/24,2021/05/01,2021/05/07,1112.0,0.01,339.2
21W19T86,5月1週阿南紀北[逆],四国 -> 関西,2021/03/24,2021/05/01,2021/05/07,69.7,-,-
21W19T87,5月1週本四[逆],四国 -> 中国,2021/03/24,2021/05/01,2021/05/07,1000.0,-,-
21W19T97,5月1週関門[逆],九州 -> 中国,2021/03/24,2021/05/01,2021/05/07,192.8,0.01,127.5
21W20T21,5月2週北本[逆],東北 -> 北海道,2021/03/24,2021/05/08,2021/05/14,0.0,-,-
21W20T34,5月2週ＦＣ(順),東京 -> 中部,2021/03/24,2021/05/08,2021/05/14,1500.0,-,-
21W20T43,5月2週ＦＣ[逆],中部 -> 東京,2021/03/24,2021/05/08,2021/05/14,1112.0,0.01,346.2
21W20T86,5月2週阿南紀北[逆],四国 -> 関西,2021/03/24,2021/05/08,2021/05/14,69.7,-,-
21W20T87,5月2週本四[逆],四国 -> 中国,2021/03/24,2021/05/08,2021/05/14,1000.0,-,-
21W20T97,5月2週関門[逆],九州 -> 中国,2021/03/24,2021/05/08,2021/05/14,0.0,-,-
21W21T21,5月3週北本[逆],東北 -> 北海道,2021/03/24,2021/05/15,2021/05/21,121.0,0.01,121.0
21W21T34,5月3週ＦＣ(順),東京 -> 中部,2021/03/24,2021/05/15,2021/05/21,1500.0,-,-
21W21T43,5月3週ＦＣ[逆],中部 -> 東京,2021/03/24,2021/05/15,2021/05/21,1112.0,0.01,348.2
21W21T86,5月3週阿南紀北[逆],四国 -> 関西,2021/03/24,2021/05/15,2021/05/21,69.7,-,-
21W21T87,5月3週本四[逆],四国 -> 中国,2021/03/24,2021/05/15,2021/05/21,1000.0,-,-
21W21T97,5月3週関門[逆],九州 -> 中国,2021/03/24,2021/05/15,2021/05/21,0.0,-,-
21W22T21,5月4週北本[逆],東北 -> 北海道,2021/03/24,2021/05/22,2021/05/28,0.0,-,-
21W22T34,5月4週ＦＣ(順),東京 -> 中部,2021/03/24,2021/05/22,2021/05/28,1200.0,-,-
21W22T43,5月4週ＦＣ[逆],中部 -> 東京,2021/03/24,2021/05/22,2021/05/28,812.0,0.01,348.2
21W22T86,5月4週阿南紀北[逆],四国 -> 関西,2021/03/24,2021/05/22,2021/05/28,69.7,-,-
21W22T87,5月4週本四[逆],四国 -> 中国,2021/03/24,2021/05/22,2021/05/28,1000.0,-,-
21W22T97,5月4週関門[逆],九州 -> 中国,2021/03/24,2021/05/22,2021/05/28,0.0,-,-
